currTime,s1,s2,s3,s4,s,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Frame,SubFrame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Weight
44929,808.65,766.97,756.36,757.83,772.45,-56.64,-913.09,432.13,-2.35,-2.72,0.71,8987,0,13.0116,0.193465,-225.637,15696.3,5321.64,-552.8,-486.415,420.435,0,60
44959,808.88,766.73,756.28,757.66,772.39,-54.69,-937.99,417.97,-2.38,2.24,-0.9,8993,0,13.3545,0.797755,-221.007,15450.3,5335.9,-594.509,-485.857,420.091,0,60
44989,809.14,766.42,756.33,757.53,772.36,-49.8,-906.74,434.57,-4.02,2.57,2.35,8999,0,13.8984,1.09156,-219.383,15533.2,5365.87,-543.124,-485.541,419.196,0,60
45020,809.27,766.36,756.26,757.45,772.33,-72.27,-924.32,435.06,-2.08,-0.73,1.19,9005,0,13.9164,0.422449,-219.562,15954.1,5418.64,-506.477,-485.321,417.337,0,60
45050,809.8,766.4,756.36,757.53,772.52,-60.55,-931.15,430.66,0.37,0.45,-0.02,9011,0,12.94,-0.603215,-217.456,16349.6,5378.12,-479.907,-485.268,414.814,0,60
45081,810.59,766.7,756.27,757.48,772.76,-67.38,-927.73,420.41,2.23,-2.32,-0.34,9017,0,12.3469,-0.802046,-216.422,16490,5336.76,-378.72,-485.341,413.806,0,60
45111,811.79,766.71,756.28,757.51,773.07,-33.2,-905.27,454.1,0.87,-1.05,0.36,9023,0,13.1225,0.353705,-221.589,16870.6,5521.92,-372.073,-485.081,413.867,0,60
45141,813.14,766.71,756.34,757.55,773.43,-62.5,-915.53,427.73,1.61,-0.92,-0.06,9029,0,15.7299,1.59069,-232.302,17422.1,5835.6,-148.751,-484.879,415.003,0,60
45173,814.48,766.85,756.29,757.49,773.78,-59.57,-926.27,451.17,-0.59,1.96,-0.53,9036,0,17.153,2.23546,-244.395,18281,6340.42,-123.546,-484.057,415.2,0,60
45203,815.71,767.03,756.27,757.5,774.13,-57.62,-916.99,443.36,3.41,1.24,-2.47,9042,0,18.0287,1.82257,-251.962,18966.3,6488.59,-137.634,-484.248,414.725,0,60
45234,817.21,767.1,756.32,757.45,774.52,-48.34,-917.48,433.11,-0.21,0.09,-1.43,9048,0,19.6487,2.41506,-262.756,19719.2,6851.12,136.223,-483.926,414.952,0,60
45264,819.08,767.14,756.24,757.47,774.98,-69.82,-920.9,433.11,-1.45,0.6,-1,9054,0,21.3581,3.1184,-273.502,20201.4,7137.8,168.415,-483.902,416.137,0,60
45295,820.35,767.12,756.24,757.32,775.26,-32.23,-917.48,439.45,1.27,-1.64,-1.76,9060,0,22.8144,2.72741,-283.443,21090.4,7392.1,434.821,-483.92,415.592,0,60
45326,821.75,767.05,756.27,757.33,775.6,-60.55,-933.11,424.32,0.21,0.06,-3.13,9066,0,23.9344,2.5393,-293.482,22097.3,7730.67,487.581,-483.659,414.706,0,60
45357,823.61,767.12,756.3,757.25,776.07,-43.95,-901.86,459.47,-5.44,3.41,1.71,9072,0,23.9331,2.86546,-299.544,22816.8,7899.75,605.577,-483.628,413.829,0,60
45388,825.82,767.08,756.25,757.16,776.58,-68.85,-946.29,419.43,-4.34,-1.98,0.27,9079,0,24.6999,3.57838,-309.344,23597.9,8199.12,710.856,-483.495,413.717,0,60
45419,826.66,767.08,756.29,757.31,776.83,-54.69,-911.62,443.36,-1.8,1,0.54,9085,0,25.5715,2.34245,-321.004,24862.6,8640.9,853.713,-483.082,412.548,0,60
45449,828.01,767.27,756.3,757.28,777.21,-62.99,-932.13,426.27,2.72,-0.77,-1.96,9091,0,26.8958,0.902783,-330.525,25821.7,8913.66,937.061,-483.032,411.877,0,60
45481,828.67,767.53,756.33,757.25,777.44,-37.6,-915.53,433.59,5.34,-0.72,-1.5,9097,0,26.9862,1.62588,-334.93,26198.5,9094.14,1049.33,-482.848,411.779,0,60
45511,829.29,767.55,756.26,757.26,777.59,-61.04,-923.34,431.15,1.78,0.55,-0.69,9103,0,27.4189,1.79665,-345.784,26804,9426.05,1118.27,-482.74,412.484,0,60
45542,829.58,767.69,756.29,757.31,777.72,-53.71,-934.57,440.43,4.6,-1.08,-0.65,9109,0,27.1375,2.52465,-353.95,26969.4,9624.28,1069.77,-482.809,413.804,0,60
45573,829.92,767.81,756.31,757.32,777.84,-63.48,-930.66,431.64,2.34,0.25,-3.56,9116,0,26.6591,1.44058,-359.119,27308.2,9657.01,910.555,-483.109,413.958,0,60
45604,830.52,767.89,756.33,757.31,778.01,-28.32,-889.65,477.05,-0.36,0.9,0.23,9122,0,26.7616,1.23027,-363.743,27495.1,9700.36,810.937,-483.332,414.41,0,60
