currTime,s1,s2,s3,s4,s,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,GRF,Frame,SubFrame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Weight
23487,787.18,775.61,756.01,763.47,770.57,-62.99,-809.08,643.55,-0.07,-1.93,0.95,-141.55,4698,0,21.8872,6.93412,-298.377,8314.1,-21447.2,-3948.14,-569.879,-27.863,0,56
23525,783.86,774.22,755.95,762.68,769.18,-47.36,-805.66,603.52,-10.83,-0.92,0.2,-108.71,4706,0,21.6833,9.09618,-275.837,7135.11,-19606.4,-3741.33,-569.08,-25.8673,0,56
23561,779.53,773.55,755.97,762.37,767.86,-47.36,-824.71,609.37,-2.6,-2.21,-0.12,-83.57,4713,0,18.6645,2.58848,-253.124,7096.61,-18025,-3060.68,-569.21,-28.0343,0,56
23597,779.5,771.46,755.76,761.68,767.1,-35.64,-813.96,637.7,2.06,0.82,1.27,-61.64,4720,0,18.5304,1.1628,-218.097,5071.71,-15344.6,-2739.53,-568.357,-23.249,0,56
23633,779.2,770.31,755.72,761.75,766.75,-55.66,-815.92,617.68,0.66,-4.24,1.1,-53.52,4728,0,19.0124,7.32522,-207.466,4900.25,-14546.3,-2764.59,-568.114,-23.6197,0,56
23669,779.39,770.57,755.77,762.06,766.95,-38.09,-828.61,584.96,-3.92,-1.31,1.56,-59.63,4735,0,13.3122,-3.35906,-187.639,5801.18,-13434.3,-1480.26,-569.596,-30.9184,0,56
23704,781.53,770.23,755.7,762.03,767.37,-40.04,-808.11,642.09,9.18,-0.65,-0.44,-65.53,4742,0,15.8787,-0.706041,-195.635,6130.12,-13991.1,-1223.66,-569.516,-31.3355,0,56
23743,784.52,770.42,755.83,762.59,768.34,-40.53,-782.23,627.93,8.92,-5.11,-2.33,-82.09,4750,0,18.5298,2.95027,-208.686,6865.1,-14864.9,-1177.91,-569.231,-32.8917,0,56
23779,786.76,770.71,755.86,762.83,769.04,-57.62,-820.31,634.77,5.22,2.16,0.04,-95.06,4757,0,18.6117,0.180565,-228.965,9175.15,-16688.6,-920.683,-570.886,-40.0728,0,56
23814,789.1,771.5,755.81,762.55,769.74,-32.71,-788.09,675.29,2.8,2.49,-1.73,-106.59,4764,0,15.6387,0.930348,-247.988,10264.1,-18371.3,-1215.75,-572.081,-41.389,0,56
23850,791.6,772.26,755.87,762.19,770.48,-62.99,-821.78,623.05,-2.31,0.85,-1.85,-114.41,4771,0,17.2492,1.78799,-265.433,11089.1,-19594.5,-1494.12,-571.821,-41.7772,0,56
23886,791.51,773.37,755.86,762.14,770.72,-45.9,-804.2,646.48,-0.7,0.95,-2.22,-122.56,4778,0,20.1064,0.876992,-282.225,12833,-20601.7,-1578.16,-570.997,-45.47,0,56
23921,791.45,774.3,755.99,762.62,771.09,-74.71,-812.01,627.93,0.39,0.34,-3.48,-133.44,4785,0,22.5426,-0.0939154,-286.405,13095.2,-20494.5,-1975.41,-569.558,-45.7225,0,56
23959,789.76,775.25,756.1,763.56,771.17,-51.76,-788.09,636.72,2.15,-3.43,1.11,-146.49,4793,0,24.7348,-3.06224,-287.736,12584.8,-20316.3,-2170.31,-568.607,-43.7376,0,56
23995,789.42,775.38,756.11,763.67,771.14,-56.15,-790.04,647.95,0.44,0.35,1.2,-147.69,4800,0,25.4921,-1.63798,-293.993,11472,-20625.3,-2367.83,-568.156,-39.0222,0,56
24031,788.62,775.56,756.18,763.94,771.07,-41.02,-784.67,657.23,0.39,-3.69,-0.61,-148.72,4807,0,25.199,5.71818,-297.066,9736.97,-20895.3,-2814.67,-568.339,-32.7767,0,56
24067,788.97,775.45,756.13,763.72,771.07,-39.55,-800.29,659.18,3.25,3.01,-2.6,-147.12,4814,0,26.9719,8.11832,-298.724,9572.12,-21056.6,-2753.23,-568.488,-32.0433,0,56
24103,790.04,774.99,756.04,763.04,771.03,-41.02,-792.97,657.71,-1.88,2.51,2.59,-139.24,4822,0,26.2232,9.01195,-298.898,9117.71,-21117.7,-2825.2,-568.652,-30.5046,0,56
24139,791.24,774.33,755.95,762.92,771.11,-74.71,-802.73,628.91,-4.97,1.73,-2.31,-138.47,4829,0,25.419,5.33661,-300.473,10065.9,-21360.9,-2668.39,-569.091,-33.5001,0,56
24178,789.83,774.58,756.08,763.31,770.95,-52.73,-798.83,666.99,2.39,-1.28,-1.12,-138.17,4837,0,25.4832,1.69356,-296.311,11836.2,-21004.1,-2212.62,-568.885,-39.9456,0,56
24214,789.27,774.46,756.09,762.99,770.7,-41.5,-786.13,631.35,-1.97,0.79,-0.42,-130.45,4844,0,24.1966,4.45495,-290.174,11109.5,-20620.9,-2433.93,-569.064,-38.2857,0,56
24250,791.54,773.79,755.91,762.44,770.92,-57.13,-783.69,648.93,0.18,5.05,-0.37,-129.13,4851,0,22.5668,7.09105,-287.288,10026.7,-20526.9,-2779.01,-569.451,-34.9017,0,56
24286,792.48,773.91,755.93,762.51,771.21,-45.41,-783.69,655.27,-0.83,-1.18,0.34,-133.76,4858,0,21.6832,4.09399,-289.515,11064.4,-20775,-2683.8,-569.758,-38.2165,0,56
24322,792.56,773.85,755.99,762.36,771.19,-58.11,-815.92,618.65,0.62,2.85,-2.4,-129.97,4865,0,22.2785,1.21649,-296.08,13214.7,-21287.8,-2505.13,-569.899,-44.6325,0,56
24360,793.6,773.64,755.92,762.15,771.32,-63.96,-782.23,648.44,0.27,4.44,-1.84,-130.44,4873,0,25.3654,4.10271,-297.311,12813.4,-21266.2,-2500.08,-569.528,-43.0977,0,56
24397,793.75,773.48,755.94,762.18,771.34,-44.43,-798.34,646.48,0.76,-1.18,-0.17,-129.62,4880,0,23.5562,1.5778,-300.394,13584.6,-21649.2,-2681.38,-570.069,-45.2219,0,56
24433,794.81,773.32,756,761.92,771.51,-59.57,-796.39,640.14,2.11,0.69,-0.11,-126.68,4888,0,22.2261,2.16493,-299.984,13888,-21781.5,-2799.87,-570.609,-46.2957,0,56
24468,795.59,772.67,755.93,761.57,771.44,-55.18,-793.95,650.88,0.69,2.08,-0.87,-120.73,4895,0,24.3691,5.48689,-304.051,14180.7,-22018.5,-2764.16,-570.417,-46.6385,0,56
24504,796.64,771.94,755.85,761.28,771.43,-46.88,-780.27,657.71,2.45,1.02,0.85,-116.15,4902,0,25.1809,5.25467,-305.826,15018.8,-22220.2,-2722.03,-570.656,-49.1096,0,56
24540,799.17,771.62,755.76,760.74,771.82,-60.55,-802.73,644.53,-0.63,1.35,-1.05,-116.67,4909,0,22.7368,3.79094,-301.32,15582.7,-22213.6,-2762.79,-571.721,-51.7149,0,56
24579,799.66,770.79,755.71,760.46,771.66,-68.85,-807.13,648.44,-2.77,-1.61,-2.09,-108.71,4917,0,23.9115,3.453,-309.509,17351.8,-22874.8,-2388.57,-571.907,-56.0616,0,56
24614,799.36,769.84,755.63,760.27,771.27,-63.48,-796.87,648.44,-0.26,-0.37,-1.29,-99.35,4924,0,25.8138,2.72465,-309.46,18287.7,-22807.3,-2080.53,-571.701,-59.0955,0,56
24650,798.67,769.46,755.62,760.26,771,-48.83,-792.97,650.88,-3.08,-0.2,0.18,-93.89,4931,0,24.9385,2.67406,-299.799,18239.7,-22170.9,-1976.28,-571.952,-60.84,0,56
24686,798.07,769.19,755.58,760.3,770.78,-58.59,-798.34,645.51,-0.24,-0.76,1.56,-91.36,4938,0,23.1343,2.20918,-289.246,17987.8,-21618.6,-1621.32,-572.741,-62.1884,0,56
24722,795.83,768.11,755.55,760.23,769.93,-46.39,-800.29,642.58,-0.3,-1.86,2.09,-74.86,4945,0,23.3993,5.56068,-283.805,17325.5,-21153.8,-1659.7,-572.536,-61.0472,0,56
24758,792.39,767.45,755.47,760.06,768.84,-40.53,-800.78,662.6,-2.79,-1.07,-0.6,-57.25,4953,0,21.5358,4.55499,-272.804,16504.7,-20436.5,-1379.59,-572.912,-60.5016,0,56
24797,789.43,767.2,755.42,759.42,767.87,-54.2,-787.6,649.41,-14.63,3.69,-2.04,-36.89,4960,0,16.5637,1.38379,-245.323,14720.2,-18605.5,-1302.01,-573.841,-60.0032,0,56
24833,786.54,767.11,755.33,759.37,767.09,-62.01,-866.21,601.56,-17.54,-2.75,-0.27,-27.7,4968,0,13.5117,1.59928,-225.666,12864.1,-17095.5,-1731.84,-573.754,-57.005,0,56
24869,785.43,766.72,755.32,759.35,766.7,-55.18,-822.27,612.3,-8.37,0.29,1.15,-20.69,4975,0,15.1786,-3.45408,-201.129,11504.3,-14863.3,-1389.41,-571.899,-57.1955,0,56
24905,784.36,766.75,755.44,759.64,766.55,-65.92,-849.12,589.36,-10.65,0.47,0.35,-18.56,4982,0,16.9171,0.735152,-193.67,10489,-14122,-1687.47,-570.919,-54.1588,0,56
24941,788.45,767.88,755.58,760.04,767.99,-56.64,-828.12,600.1,4.16,-3.7,-2.98,-44.12,4989,0,13.7329,-5.41941,-184.948,10168.7,-13689.5,-1257.44,-572.02,-54.9791,0,56
24977,786.76,767.52,755.33,759.58,767.3,-57.62,-779.79,631.35,-21.81,2.27,-0.03,-34.68,4996,0,17.4185,2.44577,-206.288,11047.9,-15108.8,-2157.37,-571.242,-53.5539,0,56
25044,788.6,772,755.75,761.47,769.46,-27.34,-831.05,635.25,7.44,-4.78,-2.04,-94.42,5010,0,17.8647,-1.07422,-208.877,11078.1,-15100.5,-1885.85,-570.294,-53.0379,0,56
25080,786.35,773.4,755.85,762.7,769.58,-52.25,-820.31,592.29,-0.46,-3.4,0.35,-113.55,5017,0,23.9743,8.25709,-249.893,11376.5,-17729.6,-3091.93,-568.95,-45.5332,0,56
25116,789.87,774.56,755.83,762.52,770.7,-56.64,-755.37,695.31,-2.97,-2.05,-1.49,-132.74,5024,0,21.6109,4.1454,-254.42,9194.73,-17865.1,-2859.38,-568.219,-36.1384,0,56
25152,790.21,774.38,755.7,762.31,770.65,-46.39,-819.34,595.7,-9.34,0.74,1.13,-132.53,5031,0,23.9344,7.99694,-280.774,9309.29,-19680.9,-2746.71,-568.094,-33.1541,0,56
25187,799.53,776.91,755.82,763.01,773.82,-137.7,-802.25,665.04,3.14,-3.93,-3.74,-192.3,5038,0,23.2968,2.8362,-284.498,10493.4,-19696.1,-1760.75,-567.231,-36.8843,0,56
25225,797.91,779.42,755.8,762.24,773.84,-37.11,-836.43,581.54,-20.91,6.34,-2.14,-196.08,5046,0,25.9208,-6.48605,-330.947,15805.3,-23042.8,-529.625,-567.623,-47.7544,0,56
25260,799.83,781.09,755.91,763.05,774.97,-104.49,-868.16,589.36,13.52,1.46,-0.63,-225.18,5053,0,30.0414,3.92004,-361.462,15426.8,-24764.6,-1747.17,-566.512,-42.6785,0,56
25296,801.17,782.74,755.99,764.11,776,-76.17,-830.57,604,-1.92,-4.27,-0.82,-256.5,5060,0,35.2535,-3.36172,-342.093,13655.2,-22341,-898.372,-563.308,-39.9135,0,56
25331,795.93,783.06,756.07,764.67,774.93,-20.51,-827.64,584.96,0.5,-1.23,-1.44,-247.51,5067,0,36.4784,-4.57922,-391.202,16696.4,-26193.3,-866.484,-564.956,-42.6804,0,56
25366,795.81,782.7,756.11,765.5,775.03,-44.43,-822.27,606.93,11.06,-6.58,1.34,-255.33,5074,0,31.2716,0.338045,-381.172,13501.2,-25435.6,-1209.13,-564.731,-35.4142,0,56
25402,794.67,782.81,756.17,766.27,774.98,-72.75,-810.06,632.32,-3.1,-2.49,-1.69,-262.15,5081,0,29.4328,-0.0198344,-371.047,11824.1,-24826.3,-1061.72,-564.909,-31.8669,0,56
25440,792.02,783.01,756.25,766.24,774.38,-41.02,-785.16,677.25,-1.27,-0.14,-1.07,-252.35,5089,0,23.0354,2.5191,-375.369,11411.1,-25830.8,-1704.6,-566.815,-30.3998,0,56
25475,791.48,782.87,756.24,765.69,774.07,-52.25,-803.71,625.98,3.86,2.1,-1.89,-241.56,5096,0,18.586,7.06123,-365.141,9305.09,-25386.6,-2572.44,-567.526,-25.4835,0,56
25511,792.36,783.58,756.28,765.44,774.42,-18.07,-733.4,739.26,4.47,4.45,-2.75,-245.49,5103,0,16.5289,5.76236,-354.463,8394.68,-24658.3,-2990.09,-567.565,-23.6828,0,56
25546,792.55,783.9,756.2,764.94,774.4,-43.46,-838.87,620.61,-2.65,3.61,-1.36,-243.17,5110,0,16.987,4.74261,-352.415,8770.68,-24579.5,-3624.46,-567.746,-24.8874,0,56
25582,792.44,783.21,756.05,764.4,774.03,-65.43,-847.17,589.36,-1.3,1,-0.02,-233.23,5117,0,19.5033,5.91296,-366.081,9821.41,-25259.3,-4068.29,-566.999,-26.8283,0,56
25617,793.08,782.06,756.06,764,773.8,-48.34,-801.76,659.18,4.63,0.08,-0.21,-219.89,5124,0,18.1785,5.1386,-355.189,9634.47,-24339.6,-3819.03,-566.526,-27.1256,0,56
25655,792.97,781.53,756.01,764.19,773.68,-51.27,-809.08,619.63,-0.44,1.62,0.5,-219.47,5132,0,13.0691,1.08093,-346.219,10601.5,-24123.2,-3659.71,-567.676,-30.6208,0,56
25690,791.89,781.49,755.92,764.26,773.39,-33.69,-809.08,624.02,-1.64,0.41,1.24,-218.65,5139,0,9.97897,-3.24707,-335.839,11222.4,-23685.2,-3050.06,-568.526,-33.4166,0,56
25726,791.67,781.14,755.97,764.1,773.22,-33.2,-819.82,620.12,0.53,1.46,-0.79,-211.32,5146,0,9.48594,-2.5468,-329.323,10655.9,-23011.5,-2806.95,-567.875,-32.3559,0,56
25762,791.7,781.23,756,764.14,773.27,-58.59,-824.71,618.16,-2.59,0.42,-0.17,-212.32,5153,0,8.34922,-1.02236,-326.203,10361.3,-22795.7,-2869.87,-567.882,-31.7634,0,56
25797,792.51,781.2,755.91,764.17,773.45,-64.94,-798.83,640.62,3.05,1.17,-0.27,-217.38,5160,0,7.46363,-0.820954,-323.545,10332.7,-22717.9,-2875.1,-568.216,-31.936,0,56
25833,793.47,781.44,756,764.48,773.85,-50.78,-811.04,629.88,3.38,2.37,-2.19,-224.87,5168,0,9.30472,-0.684134,-327.209,10920.2,-22806.2,-2752.25,-567.699,-33.3732,0,56
25871,794.5,781.61,756.07,764.63,774.2,-43.46,-803.71,634.28,0.03,-1.02,-1.58,-230.32,5175,0,9.0384,-0.312131,-334.68,11395.3,-23542.6,-2746.07,-568.344,-34.0476,0,56
25907,794.14,781.82,756.04,765.13,774.28,-62.99,-812.99,622.56,-1.79,-4.5,3.16,-238.85,5182,0,10.5831,-1.03592,-349.924,12116.7,-24748.6,-2954.08,-568.726,-34.6265,0,56
25942,793.11,781.81,756.07,765.69,774.17,-25.39,-804.69,643.07,3.88,-2.5,0.16,-242.95,5189,0,12.8772,-2.89872,-354.561,12356.8,-24923.3,-2388.51,-568.294,-34.8511,0,56
25978,792.44,781.42,756.11,765.78,773.94,-42.48,-795.9,608.89,-2.03,-0.53,1.82,-237.6,5197,0,13.3585,3.93621,-352.697,11121.9,-24806.2,-2728.67,-568.333,-31.5339,0,56
26014,791.87,781.44,756.16,765.79,773.81,-45.41,-797.85,621.09,-0.74,2.82,1.59,-234.69,5204,0,14.8797,5.74139,-349.13,10180.4,-24684.7,-2832.79,-568.703,-29.1593,0,56
26050,791.51,781.15,756.18,765.86,773.67,-49.8,-821.78,618.16,2.09,0.08,3.03,-231.85,5211,0,18.4458,2.57432,-345.149,10065.7,-24208.9,-2047.32,-568.141,-29.1634,0,56
26088,791.83,780.68,756.17,765.89,773.64,-65.92,-819.82,616.7,-2.67,0.69,1.75,-229.79,5219,0,24.1992,5.80159,-338.294,9215.77,-23471.2,-1874.25,-567.381,-27.242,0,56
26123,791.99,780.5,756.19,765.86,773.64,-42.48,-811.04,631.35,2.05,-1.28,-3.23,-227.77,5226,0,26.4339,3.00548,-339.451,9706.44,-23579.8,-1502.6,-567.465,-28.5945,0,56
26159,792.97,779.96,756.2,765.37,773.62,-56.64,-799.8,625,-0.05,0.05,1.11,-219.45,5233,0,27.9854,3.49405,-337.986,9807.59,-23424.3,-1207.99,-567.306,-29.0178,0,56
26195,793.69,779.45,756.17,765.02,773.58,-57.13,-802.25,627.44,0.67,-0.3,2.17,-213.51,5240,0,28.7704,4.61467,-338.831,10245.6,-23563.1,-1121.56,-567.542,-30.238,0,56
26230,793.94,779.11,756.03,764.57,773.41,-47.36,-812.99,626.46,1.31,-1.17,0.04,-208.45,5247,0,30.0846,1.32961,-338.672,11331,-23549.8,-820.767,-567.536,-33.4578,0,56
26268,794.56,778.45,756.03,763.89,773.23,-54.2,-800.29,629.39,-1.15,3.8,-0.5,-195.26,5255,0,30.6876,2.34945,-333.349,11818.3,-22991.3,-804.416,-566.971,-35.4534,0,56
26304,794.77,777.55,755.97,763.34,772.91,-66.89,-811.04,616.21,-1.81,0.09,-0.24,-182.25,5262,0,29.9601,3.6205,-329.965,12195.3,-22831.3,-1237.46,-567.193,-36.9596,0,56
26340,795.83,776.67,755.87,762.75,772.78,-49.8,-803.22,627.44,-2.52,1.66,0.85,-172.64,5269,0,29.1573,3.2246,-320.546,12835.3,-22215.2,-1277.78,-567.304,-40.043,0,56
26375,796.4,775.55,755.76,761.89,772.4,-50.78,-796.87,635.74,-2.05,2.55,-1.84,-155.5,5276,0,26.9759,2.32258,-313.918,13516.4,-21928.5,-1127.99,-567.854,-43.0573,0,56
26411,796.25,774.27,755.69,761.23,771.86,-54.2,-811.04,619.63,-5.01,-0.05,-0.85,-136.83,5283,0,25.6618,3.79564,-310.323,14470.5,-21879.7,-1462.38,-568.506,-46.6308,0,56
26447,796.33,773.42,755.61,760.55,771.48,-34.18,-796.87,644.04,-3.75,2.49,-1.61,-122.2,5290,0,25.0017,3.39909,-298.112,14932.2,-21022,-1517.02,-568.517,-50.0904,0,56
26484,795.47,772.2,755.47,759.56,770.68,-68.85,-815.43,631.84,-6.4,2.52,-1.49,-98.45,5298,0,24.7964,4.31321,-287.746,15350.7,-20413.5,-1715.39,-568.943,-53.3483,0,56
26520,793.38,770.93,755.4,758.78,769.62,-40.53,-842.77,596.19,-9.26,4.15,-0.76,-71.39,5305,0,23.3122,3.23321,-274.476,15423.2,-19499.1,-1794.05,-569.041,-56.1912,0,56
26556,793.1,770.2,755.45,758.52,769.32,-49.32,-814.45,628.42,6.6,0.26,1.66,-59.6,5312,0,21.8404,1.41623,-252.076,14931.2,-17862.7,-1803.25,-568.862,-59.2362,0,56
26592,792.89,769.21,755.35,758.59,769.01,-80.57,-816.89,608.89,5.29,-0.58,-0.69,-54.37,5319,0,22.5216,1.1341,-235.66,14471.8,-16654.8,-1700.74,-568.673,-61.4101,0,56
26627,793.25,768.44,755.34,758.91,768.99,-50.78,-815.43,620.61,15.12,-6.47,3.44,-54.42,5326,0,22.4026,1.0316,-234.542,14935.9,-16830.5,-1605.85,-569.759,-63.6809,0,56
26663,792.84,767.38,755.34,759.01,768.64,-39.06,-835.45,569.82,5.5,-5.32,1.51,-45.96,5334,0,20.685,1.00485,-231.571,14993.9,-16795.2,-1114.71,-570.528,-64.7486,0,56
26701,794.71,767.01,755.42,758.93,769.02,-71.29,-764.16,701.66,6.05,0.31,2.35,-46.23,5341,0,19.6853,3.73224,-233.092,14874.9,-17267.2,-1040.23,-572.08,-63.8154,0,56
26737,795.5,767.17,755.3,758.82,769.2,-73.73,-793.46,637.21,-4.26,-1.57,-3.24,-51.6,5348,0,19.2749,6.47706,-240.078,15385.5,-18233.6,-1088.65,-573.948,-64.086,0,56
26773,797.74,767.81,755.32,758.59,769.87,-71.29,-790.04,636.23,2.12,1.07,0.83,-60.46,5356,0,16.7069,2.62365,-248.245,16647.9,-18988.7,-804.384,-574.492,-67.0626,0,56
26809,800.46,768.31,755.38,758.52,770.67,-68.36,-785.64,626.95,0.38,0.78,-1.49,-71.27,5363,0,18.2607,0.752997,-258.186,17592.3,-19511.9,-961.712,-573.572,-68.1376,0,56
26844,801.97,768.81,755.4,758.11,771.07,-55.18,-775.39,653.32,-6.28,3.01,-2.59,-73.96,5370,0,20.6915,0.970501,-275.49,19069.9,-20698.4,-1012.86,-573.132,-69.223,0,56
26880,802.38,769.04,755.38,757.89,771.17,-61.04,-811.04,620.61,-0.51,2.15,-2.01,-74.51,5377,0,24.0576,1.14342,-292.591,20464.4,-21642.5,-1090.67,-571.969,-69.9415,0,56
26918,802.52,769.01,755.37,757.65,771.14,-74.71,-827.15,632.81,0.22,1.69,-0.06,-71.47,5385,0,24.9967,-1.08874,-290.927,20668.8,-21359.5,-1229.62,-571.419,-71.0445,0,56
26953,801.52,768.65,755.39,757.72,770.82,-45.9,-813.48,625.98,8.07,-1.58,0.17,-65.71,5392,0,24.2377,-3.82784,-290.325,20945.3,-21260.6,-1168.66,-571.23,-72.1443,0,56
26989,801.13,768.3,755.52,758.06,770.75,-62.5,-783.69,622.07,4.18,-2.23,-0.92,-63.31,5399,0,24.7541,-1.15889,-284.286,20292.6,-20832.8,-1487.8,-571.281,-71.3812,0,56
27024,801.39,768.17,755.51,758.1,770.79,-58.11,-776.37,664.55,1.64,-0.24,-0.34,-64.1,5406,0,24.4502,0.641672,-282.639,19873.2,-21129.1,-1630.19,-572.756,-70.3131,0,56
27060,800.54,767.98,755.45,758.1,770.52,-51.76,-806.64,643.07,-3.17,-0.48,1.02,-61.04,5413,0,23.3773,2.76279,-287.161,19790.6,-21749.4,-1662.73,-573.739,-68.9188,0,56
27095,799.35,768.24,755.51,758.44,770.39,-50.78,-799.32,630.86,-1.4,-0.98,0.57,-62.63,5420,0,22.5164,2.56714,-282.116,19489.6,-21329.6,-1395.01,-573.605,-69.0843,0,56
27133,797.75,769.25,755.56,759.07,770.41,-59.57,-806.64,637.7,-2.28,-2.04,-1.35,-73.31,5428,0,21.9366,2.25455,-273.928,18699.5,-20681,-1351.24,-573.498,-68.2645,0,56
27169,796.98,769.92,755.65,759.56,770.53,-67.38,-794.43,648.44,-1.23,0.28,-0.21,-80.89,5435,0,20.819,3.16864,-271.438,17136.1,-20274.2,-1816.15,-572.692,-63.131,0,56
27205,796.7,770.26,755.72,759.78,770.61,-42.97,-785.16,641.11,0.53,0.34,-2.03,-84.25,5442,0,22.0144,4.15508,-274.978,16014.7,-20305,-2047.03,-571.842,-58.2399,0,56
27240,797.29,770.34,755.68,759.89,770.8,-52.25,-803.71,634.77,-0.29,1.66,-0.53,-89.42,5449,0,22.0914,5.64701,-279.094,15350.5,-20609,-2259.67,-571.843,-55.0013,0,56
27276,797.25,770.35,755.62,759.65,770.72,-54.69,-790.04,656.25,-2.73,1.92,-1.13,-87.36,5456,0,22.4828,5.0386,-283.435,15581,-20906.9,-2235.64,-571.763,-54.9723,0,56
27324,798.98,770.2,755.59,759.58,771.09,-51.27,-789.55,663.09,0.89,0.19,-0.17,-91.79,5466,0,21.9523,5.48928,-282.871,15709.4,-20764.1,-2089.6,-571.405,-55.5358,0,56
27360,799.85,770.01,755.57,759.4,771.21,-42.97,-791.99,627.44,-2.82,-1.92,-0.2,-90.97,5473,0,22.3617,4.51926,-287.401,16776.5,-21059.6,-1812.03,-571.276,-58.3724,0,56
27396,800.79,769.62,755.58,759.15,771.29,-53.22,-807.62,636.72,2.05,-2.52,-0.93,-87.14,5480,0,22.9381,4.96432,-291.916,17420.5,-21332.6,-1619.61,-571.078,-59.6766,0,56
27431,802.21,769.32,755.48,758.93,771.48,-41.5,-792.97,647.95,0.14,2.01,0.01,-88.93,5487,0,23.044,3.69403,-294.313,18345.5,-21580,-1423.1,-571.323,-62.3334,0,56
27466,803.62,769.33,755.43,758.78,771.79,-67.38,-794.92,637.21,0.17,1.8,1.01,-92.82,5494,0,22.5516,3.17765,-295.326,19286.2,-21794.3,-1152.89,-571.797,-65.3045,0,56
27502,804.77,769.14,755.5,758.83,772.06,-45.9,-796.39,643.55,2.32,0.41,0.31,-94.42,5501,0,23.4011,1.87977,-302.202,20375.2,-22412.5,-1163.93,-572.164,-67.422,0,56
27542,805.78,769.04,755.49,758.8,772.28,-64.45,-807.13,648.44,0.91,-1.25,0.21,-96.9,5509,0,24.3609,1.59362,-308.682,21229.7,-22993,-1054.8,-572.488,-68.7755,0,56
27578,805.97,768.54,755.47,758.69,772.17,-62.99,-797.36,636.72,1.44,-2.8,-0.26,-92.28,5517,0,23.8855,1.86356,-318.054,22109.8,-23829.7,-1107.5,-572.923,-69.5158,0,56
27614,805.63,768.3,755.45,758.93,772.07,-60.06,-788.09,635.74,2.56,1.93,-0.2,-93.27,5524,0,24.6362,2.97081,-321.05,22357,-24246,-1207.86,-573.521,-69.6368,0,56
27650,805.01,768.19,755.48,758.92,771.9,-43.46,-804.2,658.2,-1.4,-0.44,0.82,-89.42,5531,0,24.3005,2.56704,-316.024,22300.1,-24031,-1004.5,-574.041,-70.5647,0,56
27686,804.16,767.98,755.4,758.84,771.6,-53.22,-804.2,648.44,-2.24,0.82,-1.08,-85.69,5538,0,23.2724,5.33835,-314.286,21815.7,-24003.7,-1252.87,-574.376,-69.4136,0,56
27722,803.74,767.65,755.48,758.79,771.41,-55.18,-796.39,657.71,0.92,-0.85,1.15,-78.76,5545,0,23.8267,4.13141,-306.226,21052.7,-23297.8,-1104.47,-574.08,-68.7485,0,56
27760,802.81,767.31,755.36,758.76,771.06,-59.08,-788.09,660.64,-2.17,2.72,0.22,-75.48,5553,0,22.6339,7.49451,-298.85,20448.7,-22908.6,-1182.03,-574.656,-68.4246,0,56
27796,802.53,767.41,755.47,758.82,771.06,-45.41,-779.79,666.02,-0.78,1.7,1.18,-73.33,5560,0,20.2656,4.67812,-292.874,20281.9,-22575,-1038.36,-575.081,-69.2517,0,56
27833,798.81,767.26,755.46,758.77,770.08,-24.41,-779.3,677.73,-8.05,-1.61,-0.3,-58.88,5568,0,21.5361,-0.694549,-288.102,20116.3,-22131.7,-405.239,-574.819,-69.8234,0,56
27869,794.09,766.65,755.36,758.25,768.59,-52.25,-795.41,661.13,-14.03,9.23,-0.82,-32.7,5575,0,21.8999,-2.14295,-273.35,18475.5,-20656.4,-325.153,-573.568,-67.5852,0,56
27905,790.65,767.01,755.53,758.93,768.03,37.11,-917.48,607.42,-0.44,-4.36,0.11,-29.39,5582,0,18.7482,0.154764,-246.177,15713.3,-18443.3,-715.923,-572.917,-63.8313,0,56
27941,793.88,766.71,755.36,758.23,768.55,-64.45,-845.7,584.96,-14.45,4.5,-0.95,-32.22,5589,0,15.7868,-4.65205,-198.549,12422.5,-14561.5,-395.345,-571.341,-62.561,0,56
27980,792.39,767.53,755.56,759.51,768.75,-1.95,-940.92,564.45,5.42,-8.01,-1.92,-47.49,5597,0,19.5796,3.24591,-246.966,15120.7,-18342.4,-946.995,-572.271,-61.2259,0,56
28016,801.71,769.23,755.79,760.16,771.72,0.98,-779.79,694.82,0.21,-2.23,0.03,-97.04,5604,0,13.0275,-12.301,-201.649,12957.3,-14858.7,-9.24516,-571.687,-64.2527,0,56
28052,793.17,769.03,755.73,759.61,769.38,-102.54,-764.16,624.51,-20.76,0.32,-3.25,-59.44,5611,0,22.4185,6.52286,-289.493,17317.7,-21703,-1655.64,-572.957,-59.8289,0,56
28089,791.88,769.71,755.7,759.73,769.25,-25.88,-807.62,656.25,-6.2,2.53,-1.76,-62.79,5619,0,23.6189,0.881878,-291.812,15958.7,-21652.6,-1392.06,-572.191,-54.674,0,56
28125,788.9,771.58,755.85,761.04,769.34,-59.57,-788.09,641.11,-8.82,-1.18,-2.37,-83.4,5626,0,21.2829,1.63053,-241.731,11598.9,-17430.5,-1604.21,-570.106,-47.9831,0,56
28161,793.79,777.46,756.3,763.69,772.81,-104,-860.84,623.54,22.12,-1.22,-6.89,-175.16,5633,0,22.1897,-2.45633,-248.19,11688.4,-17608.1,-1228.01,-568.946,-47.0942,0,56
