currTime,s1,s2,s3,s4,s,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,GRF,Frame,SubFrame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Weight
44132,813.64,764.95,755.11,756.08,772.44,-53.22,-803.71,641.11,-6.95,0.93,1.09,-60.55,8827,0,23.0049,0.604745,-313.702,26751,-24190,1028.78,-575.112,-85.2749,0,56
44168,813.03,764.66,755.09,756.02,772.2,-64.94,-804.2,637.7,-4.07,1.62,-0.7,-55.62,8835,0,24.1026,-0.809392,-311.84,27126,-23862.1,1255.75,-574.52,-86.987,0,56
44205,812.21,764.47,755.11,755.98,771.94,-64.94,-777.34,644.04,-4.36,-1.29,1.72,-50.19,8842,0,24.0627,-1.65097,-304.273,26879.8,-23261.2,1365.22,-574.449,-88.3416,0,56
44241,808.01,764.05,755.08,756.19,770.83,-95.7,-824.71,582.03,-9.52,-3.66,0.51,-36.18,8849,0,23.7451,-0.968898,-297.702,26287.8,-22707.2,1399.94,-574.275,-88.3026,0,56
44277,807.31,764.06,755.05,756.31,770.68,-34.67,-748.05,721.68,5.48,-2.02,-0.85,-36.52,8856,0,22.3152,-4.64642,-278.5,24866.5,-21108,1721.97,-573.792,-89.2866,0,56
44316,800.68,763.32,755.02,756.37,768.85,-121.09,-817.38,613.28,-10.37,6.07,0.28,-9.49,8864,0,18.8377,3.38863,-260.089,22193,-19918.9,999.42,-574.584,-85.3295,0,56
44352,796.82,763.75,755.17,756.81,768.14,-18.07,-777.34,695.8,5.62,-2.73,-2.6,-2.37,8871,0,19.5711,-4.41103,-249.711,21210,-19025.3,1705.59,-574.19,-84.9445,0,56
44389,792.35,763.76,755.02,756.8,766.98,-89.36,-807.13,623.05,-26.54,9.45,-2.17,9.37,8879,0,16.0238,-1.89463,-204.253,16396.6,-15506.4,1075.76,-573.918,-80.2789,0,56
44424,795.6,766.7,755.16,758.17,768.91,-76.66,-872.07,521.97,9.4,1.42,-2.79,-41.99,8886,0,13.2356,-2.07551,-202.487,15434.1,-15308.6,796.873,-573.6,-76.222,0,56
44461,802.73,768.01,755.1,758.14,771,-17.09,-766.11,675.78,2.12,-2.07,-0.96,-78.14,8893,0,15.8643,-9.86605,-186.01,13662.3,-13491.6,913.801,-570.54,-73.4547,0,56
44497,797.53,767.87,755.04,758.39,769.71,-87.4,-804.69,593.75,-21.09,5.66,-0.08,-64.22,8900,0,21.5717,9.46056,-272.665,17978.1,-19828.4,-922.944,-570.721,-65.9351,0,56
44536,800.96,770.04,755.18,758.64,771.21,-37.11,-722.17,709.96,-20.89,5.03,-4.34,-93.86,8908,0,19.6643,-9.11992,-252.785,17605.6,-17946.2,1016.13,-568.991,-69.6473,0,56
44572,796.37,769.93,755.16,758.73,770.05,-112.3,-828.12,595.7,-22.63,2.04,0.73,-78.87,8915,0,21.8832,-4.89849,-278.414,18437.6,-19767.7,182.623,-568.999,-66.2313,0,56
44608,806.92,774.11,755.33,760.04,774.1,-118.65,-793.95,652.83,17.92,-0.35,-8.37,-163.73,8923,0,21.3509,-6.38899,-262.418,16245.7,-18005.6,146.251,-566.613,-61.9133,0,56
44644,808.33,776.08,755.34,760.35,775.02,-98.63,-873.54,578.12,-3.09,1.01,-1.88,-188.56,8930,0,24.3429,-10.2557,-290.92,18335.2,-19919,555.388,-566.463,-63.0291,0,56
44681,803.24,775.68,755.36,760.27,773.63,-30.27,-827.15,589.84,-10.25,1.72,-0.2,-166.18,8937,0,29.1636,2.44964,-362.823,21094.6,-24987.1,-859.373,-566.869,-58.1419,0,56
44717,804.28,777,755.43,761.69,774.6,-86.43,-818.85,599.12,10.55,-5.68,0.22,-199.52,8944,0,25.8742,-1.0176,-337.915,18436.5,-22955.4,-543.417,-565.93,-54.5562,0,56
44756,800.79,779.56,755.72,763.78,774.96,-77.15,-805.66,630.86,5.69,-7.5,-0.95,-231.63,8952,0,29.1823,-10.7418,-335.855,18445.4,-22759.7,434.866,-565.766,-54.9236,0,56
44792,797.24,780.87,755.92,765.55,774.89,-45.9,-831.05,600.59,14.87,-6.95,0.5,-250.87,8959,0,30.0564,-6.24911,-350.731,16174,-23764.6,-67.4887,-565.757,-46.1173,0,56
44829,795.15,781.26,756.13,767.22,774.94,-61.04,-856.93,591.31,11.9,-7.63,-2.27,-266.27,8967,0,29.9819,-1.15383,-352.497,12208,-23707.6,-313.963,-565.256,-34.6334,0,56
44865,792.21,781.57,756.33,768.38,774.62,-33.2,-770.02,667.97,-3.05,-5.94,-0.53,-270.87,8974,0,28.4086,-3.2798,-361.747,10892.6,-24704.3,-166.314,-566.292,-30.1117,0,56
44901,791.52,781.73,756.36,768.47,774.52,-74.22,-796.87,624.02,-0.06,-2.08,1.73,-270.23,8981,0,23.5791,-0.189604,-364.25,8913.32,-25556.4,-1010.39,-568.162,-24.4702,0,56
44940,790.41,781.47,756.37,768.76,774.25,-55.66,-821.78,612.79,-4.14,-0.27,-0.42,-268.48,8989,0,21.8417,4.52597,-367.8,7770.1,-25952.4,-1385.65,-568.561,-21.126,0,56
44976,790.25,782.56,756.44,769.58,774.71,-46.88,-819.34,607.42,-6.21,-1.08,-0.39,-286.86,8996,0,18.6521,2.96012,-357.301,7421.48,-25284.2,-1356.43,-568.765,-20.77,0,56
45013,788.57,783.14,756.48,769.85,774.51,-62.01,-791.02,625,-2.89,-3.46,-0.7,-288.82,9004,0,17.5363,3.37774,-364.235,7158.44,-25892.2,-1865.44,-569.086,-19.6537,0,56
45049,788.93,782.94,756.5,769.85,774.55,-51.27,-762.7,667.97,2.77,0.82,3.44,-288.04,9011,0,17.3318,7.01753,-368.392,6028.65,-25975.9,-2081.4,-568.512,-16.3645,0,56
45085,789.19,783.45,756.49,769.87,774.75,-58.59,-828.12,617.68,-0.33,0.96,-0.33,-293.44,9018,0,13.9678,7.1663,-362.937,5541.46,-25643.1,-2099.99,-568.654,-15.2683,0,56
45122,789.3,784.4,756.48,769.77,774.99,-34.67,-785.16,672.36,-2.05,2.98,-1.44,-300.29,9025,0,14.0612,-0.29494,-371.39,6879.41,-26170,-1225.76,-568.465,-18.5234,0,56
45161,788.56,784.73,756.53,769.94,774.94,-60.06,-798.83,602.54,-0.08,1.12,-0.47,-301.68,9033,0,15.3915,1.37668,-375.273,6612.99,-26059.4,-1278.61,-567.441,-17.6216,0,56
45197,788.33,784.69,756.48,769.67,774.79,-31.74,-791.02,643.55,2.65,-0.68,0.85,-297.77,9040,0,18.9345,-2.4887,-376.146,6570.22,-25743.8,-846.004,-566.441,-17.4671,0,56
45233,788.39,784.4,756.38,769.61,774.7,-57.62,-810.55,639.16,0.56,-1.53,2.02,-297.31,9048,0,19.5645,0.996388,-371.585,5807.78,-25424.4,-1309.02,-566.422,-15.6298,0,56
45270,787.69,784.12,756.47,769.82,774.52,-37.6,-784.18,661.62,1.51,-1.16,2.37,-293.57,9055,0,18.6709,-1.07544,-367.77,6208.86,-25075.7,-971.2,-566.183,-16.8826,0,56
45306,786.47,783.68,756.44,769.79,774.09,-41.5,-795.9,606.45,-6.59,1.64,1.11,-286.02,9062,0,19.5091,-5.28333,-362.897,6255.32,-24729.7,-256.442,-566.145,-17.2372,0,56
45343,786.38,783.28,756.43,770.02,774.03,-49.8,-821.29,629.39,2.4,-3.6,2.15,-286.12,9070,0,21.2153,-3.58476,-352.74,5276.26,-24078.7,-441.497,-566.262,-14.958,0,56
45382,785.67,782.27,756.49,770.49,773.73,-34.18,-827.15,625,0.85,-3.49,-2.75,-281.04,9077,0,22.7341,-4.0433,-345.986,5149.89,-23390.3,91.704,-565.605,-14.8847,0,56
45418,785.06,781.23,756.44,770.56,773.32,-31.74,-797.36,657.71,-1.6,-0.04,1.05,-272.9,9085,0,23.8101,-4.42553,-341.643,4985.64,-23449.1,180.893,-566.636,-14.5934,0,56
45455,785.04,779.77,756.43,770.54,772.94,-48.83,-815.92,639.16,3.06,-3.8,1.41,-260.98,9092,0,23.6478,-1.22464,-330.774,4369.29,-23112,-356.622,-567.872,-13.2089,0,56
45491,784.79,778.19,756.32,769.97,772.32,-44.43,-795.41,628.42,0.08,0.35,-0.19,-241.9,9099,0,25.9343,-3.84351,-322.631,4684.25,-22661.9,-291.305,-568.241,-14.519,0,56
45527,785.76,776.79,756.23,768.84,771.9,-36.62,-788.57,639.16,3.38,2.2,-2.45,-219.55,9106,0,24.2543,-3.32719,-312.121,4833.45,-22407,-385.393,-569.789,-15.4866,0,56
45563,786.8,775.8,756.02,767.32,771.49,-73.24,-804.2,637.7,-9.31,6.15,-0.18,-198.15,9114,0,23.4022,-0.741593,-298.658,5586.57,-21670.6,-566.111,-570.56,-18.7063,0,56
45602,786.39,774.91,755.94,765.82,770.77,-34.67,-819.82,638.18,-2.4,5.52,0.11,-169.6,9121,0,21.1624,-5.39025,-291.34,7549.28,-21206.3,-208.053,-570.788,-25.9138,0,56
45639,784.96,774.06,755.89,764.41,769.83,-50.29,-804.69,631.35,-8.6,6.39,-3.24,-138.26,9129,0,20.2741,-4.1003,-270.683,7846.06,-19468.2,-227.764,-569.922,-28.9852,0,56
45675,783.89,773.25,755.82,763.25,769.05,-56.64,-788.57,627.44,-9.59,3.55,-1.47,-112.9,9136,0,20.216,-2.09008,-255.336,7797.89,-18240.7,-550.589,-569.436,-30.5426,0,56
45711,783.68,772.69,755.73,762.45,768.64,-55.18,-858.89,589.84,-2.21,1.3,-2.05,-98.18,9143,0,21.1123,-0.451054,-235.719,7421.43,-16708.4,-960.8,-568.882,-31.486,0,56
45748,784.5,771.96,755.7,761.76,768.48,-85.94,-864.75,585.45,-2.7,0.45,-0.7,-85.47,9151,0,22.0643,0.650626,-217.767,7003.7,-15132,-978.75,-567.487,-32.1616,0,56
45784,782.79,770.63,755.71,761.03,767.54,-33.2,-827.15,595.7,0.52,-1.68,0.63,-58.16,9158,0,22.6626,2.09426,-223.896,8691.94,-15610.1,-919.683,-567.72,-38.8216,0,56
45823,783.07,769.59,755.64,761.38,767.42,-53.22,-818.85,611.82,6.99,-4.15,-0.18,-57.61,9166,0,23.8125,3.76969,-206.204,7553.23,-14230.9,-1053.09,-567.015,-36.6288,0,56
45859,783.92,769.08,755.53,760.98,767.38,-35.64,-813.48,668.95,-1.86,3.03,-1.51,-53.31,9173,0,22.6191,3.62013,-197.583,8050.52,-13990.7,-685.704,-568.809,-40.7447,0,56
45895,782.88,769.31,755.57,761.14,767.22,-61.04,-839.84,570.31,-5.9,1.11,-2.76,-52.78,9180,0,18.0999,4.33176,-206.358,8511.17,-14953.1,-586.424,-570.462,-41.2443,0,56
45932,782.96,770.03,755.72,761.47,767.55,-37.11,-786.13,642.09,7.28,0.63,-0.81,-59.9,9187,0,17.4938,-1.57919,-199.338,9100.28,-14267.6,-205.719,-569.576,-45.6503,0,56
45968,785.31,771.34,755.7,761.33,768.42,-26.37,-779.79,645.02,3.11,4.64,-2.94,-77.05,9195,0,19.2754,0.943016,-198.322,7897.15,-13951.8,-625.895,-568.349,-39.8206,0,56
46007,787.68,773.33,755.73,761.55,769.57,-33.69,-813.48,606.93,2.23,5.14,-0.43,-103.64,9202,0,17.1948,-0.0295212,-219.753,9130.61,-15694,-1263.02,-569.416,-41.5522,0,56
46043,791.13,775.48,755.95,762.84,771.35,-108.4,-854,591.31,14.56,-2.09,-0.9,-146.21,9210,0,20.5443,-1.28297,-241.147,10294.9,-16885.7,-1806.99,-568.023,-42.6916,0,56
46079,788.34,776.08,756.1,763.93,771.11,-37.6,-791.99,648.44,4.4,-5.08,-1.41,-153.75,9217,0,27.3724,-9.37404,-276.506,12271.1,-19009.5,-1225.01,-566.751,-44.3795,0,56
46115,784.82,776.55,756.19,765.31,770.72,-55.18,-828.61,626.46,1.92,-5.93,-3.76,-163.6,9224,0,29.4086,-3.7943,-293.608,10617.5,-20224.9,-1708.43,-566.884,-36.1615,0,56
46152,781.39,776.99,756.4,765.84,770.16,-38.09,-792.97,646.48,1.44,-5.77,-0.53,-157.87,9231,0,25.6703,3.71812,-281.913,7758.84,-19514.2,-2320.68,-567.221,-27.5202,0,56
46188,780.31,776.46,756.29,764.87,769.48,-39.06,-791.02,658.69,0.48,0.84,1.85,-138.46,9239,0,23.022,10.8265,-274.73,4454.98,-19010,-3068.3,-567.195,-16.2153,0,56
46227,781.99,776.31,756.35,765.1,769.94,-57.62,-838.87,656.74,-1.15,-7.5,1.45,-144.82,9246,0,21.6691,11.6993,-263.476,2890.76,-18224,-3117.17,-567.168,-10.9717,0,56
46263,780.2,776.23,756.23,764.84,769.38,-22.46,-804.69,642.09,-9.37,0.11,-2.6,-137.05,9254,0,23.3236,3.18289,-262.774,5647.52,-18166.5,-2217.36,-567.134,-21.4922,0,56
46300,779.31,775.8,756.13,763.91,768.79,-30.76,-809.57,639.16,-2.49,4.71,-3.09,-119.43,9261,0,23.1902,6.38658,-262.459,4596.44,-18124.8,-2289.72,-567.057,-17.5128,0,56
46336,781.92,775.47,756.19,763.89,769.37,-112.79,-829.59,583.5,-2.36,1.84,-0.24,-124.05,9268,0,22.216,5.5767,-243.092,3486.15,-16545.9,-2485.74,-566.064,-14.3408,0,56
46372,781.74,775.62,756.2,764.04,769.4,-60.06,-804.69,631.84,1.47,-3.47,-0.81,-126.56,9275,0,20.1674,1.55314,-241.565,5264.39,-16628.3,-2266.9,-566.835,-21.792,0,56
46408,782.52,775.61,756.07,763.6,769.45,-49.8,-804.2,629.39,-0.42,0.29,-2.67,-125.91,9283,0,20.4979,3.99407,-253.629,6253.04,-17643.6,-2521.67,-567.565,-24.6539,0,56
46447,785.76,775.47,756.02,763.22,770.12,-52.73,-803.71,644.04,-1.02,1.47,-1.13,-131.63,9290,0,21.7876,6.17151,-254.013,5999.2,-17588.1,-2602.27,-567.241,-23.6178,0,56
46483,787.19,775.24,756.03,763.27,770.43,-44.43,-800.29,643.55,-2.29,-0.73,1.42,-135.23,9298,0,22.3085,0.823979,-265.487,8146.28,-18547.9,-2207.12,-567.864,-30.6806,0,56
46520,789.23,774.77,755.97,762.98,770.74,-43.95,-809.57,640.62,2.18,-0.5,-0.18,-135.55,9305,0,23.5423,-0.0486592,-274.363,9571.64,-19076.5,-1946.27,-567.53,-34.8866,0,56
46556,791.24,773.77,755.94,762.29,770.81,-50.29,-801.27,642.58,4.11,-3.75,1.35,-125.06,9312,0,24.7392,1.0648,-281.39,10530.7,-19785.6,-1805.68,-568.314,-37.4231,0,56
46592,794.18,772.26,755.88,761.58,770.97,-47.36,-803.22,648.93,3.53,0.62,2.21,-114.09,9319,0,24.4912,0.919728,-287.173,11923.7,-20444.5,-1751.77,-569.192,-41.5199,0,56
46629,795.55,771.45,755.83,761.76,771.15,-91.8,-824.71,614.26,-2.14,0.89,0.1,-116.27,9327,0,24.7707,-1.35055,-289.223,14084.8,-20898.3,-1305.1,-570.257,-48.6982,0,56
46668,793.26,770.96,755.9,762.46,770.64,-54.2,-795.9,648.44,3.01,-5.94,1.05,-112.94,9335,0,25.1606,-4.21528,-292.314,16283.8,-21414.2,-600.386,-571.257,-55.7067,0,56
46704,790.4,770.07,755.89,763.38,769.93,-67.87,-779.79,644.04,1.94,-6.94,2.66,-109.77,9342,0,24.7762,-0.223721,-283.065,14547.6,-20942.9,-838.135,-571.986,-51.393,0,56
46740,786.29,770.56,756.05,764.78,769.42,-42.97,-794.92,653.81,1.04,-7.98,1.32,-116.31,9349,0,22.6848,-1.88531,-274.287,13039.3,-20729.7,-549.936,-573.577,-47.5378,0,56
46777,781.71,770.93,756.14,765.41,768.55,-42.48,-801.27,668.46,-2.27,-3.6,-0.5,-110.44,9356,0,20.1681,-0.180306,-261.871,10528.6,-20090,-912.616,-574.717,-40.204,0,56
46813,780.27,769.41,755.87,763.7,767.31,31.74,-735.35,701.66,-3.38,0.3,0.87,-74.89,9364,0,21.341,3.32455,-252.682,6649.3,-19148,-971.127,-573.779,-26.3141,0,56
46853,782.58,769.03,755.75,762.96,767.58,-83.98,-869.63,578.61,-11.44,0.87,1.7,-71.83,9372,0,17.1667,6.43675,-229.324,4658.58,-17461.9,-959.423,-574.147,-20.3178,0,56
46889,782.4,768.63,755.56,762.49,767.27,-20.02,-766.6,636.23,-3.24,-0.76,1.07,-65.86,9379,0,19.2974,-7.79295,-222.195,8463.24,-16706.3,516.834,-573.188,-38.0917,0,56
46925,780.8,767.35,755.45,761.85,766.36,-75.2,-867.19,524.41,-17.44,1.56,1.74,-43.41,9386,0,19.8567,-5.87905,-212.95,8141,-15600.3,611.612,-571.258,-38.2297,0,56
46962,783.77,765.81,755.45,762.2,766.81,-39.55,-818.36,651.37,22.36,-12.96,4.13,-46.32,9393,0,15.1534,-8.84584,-196.386,8095.3,-14374.3,1071.75,-571.192,-41.2242,0,56
46998,781.88,765.43,755.42,762.26,766.25,-43.95,-771.48,676.76,-18.32,6.25,-4.59,-38.55,9401,0,13.8672,-6.73861,-193.951,9404.36,-14522.3,1714.47,-572.874,-48.4824,0,56
47034,785.41,766.91,755.65,763.67,767.91,-4.39,-865.72,604.49,13.94,-1.86,-2.55,-77.5,9408,0,7.13507,-3.43806,-202.781,10261.3,-15919.4,1491.82,-576.507,-50.6044,0,56
47074,787.19,768.01,755.82,763.58,768.65,-29.79,-839.36,627.44,-10.87,6.44,-3.92,-86.84,9416,0,12.2331,-1.10118,-203.396,8871.62,-15811.5,818.222,-575.737,-43.6073,0,56
47110,785.46,769.3,756.11,764.19,768.77,-37.11,-827.15,601.56,0.79,1.85,-5.46,-93.22,9423,0,15.8886,3.51613,-268.978,11720,-21069.4,-147.21,-576.331,-43.5725,0,56
47146,787.83,772.54,756.59,765.76,770.68,-30.27,-843.26,656.25,-20.91,-0.1,-4.89,-138.35,9430,0,16.1259,-6.04737,-239.343,8525.89,-18299.9,209.644,-574.458,-35.6201,0,56
47183,780.74,775.31,757.21,767.89,770.29,-73.24,-814.45,573.24,-20.47,-3.38,-4.49,-152.06,9438,0,22.9987,-5.32391,-296.601,10566.4,-22347.9,-601.281,-573.348,-35.6286,0,56
47219,784.67,777.88,757.95,770.62,772.78,-35.16,-695.8,780.76,34.53,-5,-2.41,-207.97,9445,0,26.2615,-6.21836,-296.246,5805.77,-21416.9,-1224.74,-570.294,-19.5893,0,56
47255,783.93,779.54,758.48,772.93,773.72,-53.22,-823.73,594.24,-2.87,-1.21,-0.96,-239.49,9452,0,32.861,4.59289,-329.904,2748.75,-24038.5,-2706.01,-570.861,-8.31309,0,56
47295,777.21,779.14,759.3,774.79,772.61,30.27,-856.93,594.24,2.04,-5.44,-6.01,-220.15,9460,0,40.1742,8.06336,-396.725,3186.22,-29059.5,-3165.96,-571.248,-8.03231,0,56
47332,776.22,779.1,759.69,775.98,772.75,-28.81,-827.15,600.59,-8.26,-10.53,-1.75,-224.18,9467,0,38.7375,6.88342,-377.199,-2227.45,-27412.6,-2862.68,-570.674,5.91149,0,56
47368,773.4,779.75,760.01,776.91,772.52,-24.9,-856.93,650.39,-26.79,-2.74,-2.25,-225.67,9475,0,36.9325,11.8036,-387.314,-4587.13,-28783.4,-3636.6,-572.315,11.8431,0,56
47404,771.95,780.26,760.1,777.83,772.53,-13.18,-776.37,610.35,-1.95,-3.15,-3.84,-236.02,9482,0,35.6129,12.063,-386.449,-6383.14,-28553.2,-3803.41,-571.886,16.518,0,56
47441,771.9,781.17,760.09,778.35,772.88,-64.94,-813.96,628.42,-3.68,-3.26,0.4,-251.04,9489,0,36.6542,15.604,-384.199,-8187.67,-28191.2,-4171.1,-571.377,21.311,0,56
47477,771.01,782.06,759.98,779.22,773.07,-78.12,-755.37,649.41,-0.16,-2.52,-2.62,-270.63,9496,0,34.4463,18.9674,-394.475,-8095.42,-29063.2,-4578.91,-571.676,20.5223,0,56
47516,770.21,782.17,759.76,779.83,772.99,6.35,-777.34,643.07,4.21,-1.79,-3.41,-283.33,9504,0,32.0778,19.5434,-395.085,-8275.48,-28805,-4538.51,-570.909,20.9461,0,56
47553,770.45,782.79,759.49,779.75,773.12,-29.3,-822.75,615.72,1.31,2.04,0.2,-294.51,9512,0,25.1659,17.6539,-388.444,-8897.1,-28383.1,-4655.95,-571.069,22.9044,0,56
47589,771.49,783.49,759.21,778.65,773.21,-13.18,-758.3,675.78,-1.76,4.51,-0.7,-294.45,9519,0,19.5855,12.0771,-386.743,-8123.54,-28390.2,-4267.79,-571.409,21.0051,0,56
47626,772.83,783.96,758.9,778.15,773.46,-75.2,-822.75,639.65,3.63,3.03,2.29,-303.17,9526,0,18.8171,11.0938,-390.959,-6890.44,-28539.4,-4259.69,-570.998,17.6246,0,56
47662,772.94,783.95,758.77,777.68,773.33,-17.58,-800.78,628.42,0.11,3.8,-0.79,-299.97,9533,0,17.8066,8.90008,-387.72,-5254.69,-27889.3,-3731.08,-569.932,13.5532,0,56
47699,773.79,784.37,758.55,776.71,773.35,-27.34,-800.29,645.51,-2.74,6.21,3.67,-297.45,9541,0,14.0233,4.56378,-383.094,-4094.51,-27519,-2977.24,-569.833,10.6878,0,56
47737,775.2,784.63,758.23,776.08,773.53,-29.3,-767.58,675.78,3.04,3.48,2.24,-303.12,9548,0,13.2244,5.93392,-378.189,-3460.8,-26941.5,-3056.94,-569.238,9.15087,0,56
47773,775.72,785.03,758.12,775.87,773.68,-64.45,-795.9,643.55,2.6,-0.48,0.35,-307.71,9556,0,13.9361,1.02027,-377.644,-1431.2,-26752.1,-2322.52,-568.839,3.7898,0,56
47809,775.29,784.51,758.01,775.76,773.39,-28.81,-810.06,636.23,2.14,1.53,2.22,-303.09,9563,0,15.3798,-3.89143,-377.963,-304.507,-26417.3,-1246.81,-567.894,0.805687,0,56
47845,775.39,784.06,757.94,775.21,773.15,-36.62,-800.78,667.97,0.11,0.21,2.92,-293.58,9570,0,17.4835,-1.38522,-370.465,-695.079,-25673.9,-1224.01,-567.302,1.87628,0,56
47882,776.19,783.71,757.75,774.51,773.04,-50.78,-817.87,608.4,-0.73,-1.6,2.09,-288.02,9577,0,15.7533,0.262523,-364.594,-304.798,-25489.5,-1123.17,-567.912,0.835997,0,56
47921,777.34,783.06,757.59,773.54,772.88,-44.43,-791.02,624.51,-1.26,2.57,1.22,-276.27,9585,0,18.7743,-2.25136,-358.371,377.259,-24945.4,-521.285,-567.608,-1.05276,0,56
47957,779.3,782.57,757.48,772.31,772.91,-59.57,-793.46,627.93,-5.92,3.49,-0.35,-263.62,9592,0,19.3927,-1.73733,-355.446,1470.54,-24743.4,-596.128,-567.612,-4.13723,0,56
47994,781.1,781.95,757.25,771.08,772.84,-51.27,-797.85,642.09,-7.29,1.93,-0.56,-252.62,9600,0,20.2889,-4.42129,-353.499,3298.64,-24672.8,-533.881,-567.796,-9.33117,0,56
48030,782.22,781.07,757.19,769.92,772.6,-34.18,-771.97,652.83,0.15,1.61,-3.15,-233.84,9607,0,22.5796,-5.88909,-351.173,4940.68,-24394.6,-401.495,-567.466,-14.0693,0,56
48066,784.37,779.87,757.02,768.56,772.45,-24.9,-810.55,622.56,0.88,2.31,-0.54,-215.76,9614,0,23.1097,-5.53264,-343.279,5971.27,-23794,-542.772,-567.314,-17.3949,0,56
48102,784.56,778.5,756.97,768.02,772.01,-37.11,-809.08,643.55,0.28,-2.27,-0.01,-198.7,9621,0,22.8322,-5.90379,-334.975,7265.57,-23452.5,-586.262,-568.013,-21.69,0,56
48141,784.74,777.19,756.97,767.37,771.57,-51.27,-814.94,628.42,1.49,-1.69,1.2,-179.31,9629,0,24.7226,-7.51465,-328.201,8728.07,-23243.8,-914.741,-568.822,-26.593,0,56
48178,785.96,775.82,756.75,766.3,771.21,-41.02,-812.5,641.11,-0.79,4.31,-0.24,-162.19,9637,0,21.95,-0.968869,-314.31,8079.51,-22594.9,-1492.95,-569.887,-25.7056,0,56
48214,785.66,774.21,756.64,765.26,770.44,-29.79,-794.92,644.04,-0.16,-0.56,-2.63,-135.64,9644,0,18.357,-2.11652,-313.536,9347.71,-22887.1,-1521.07,-570.997,-29.8141,0,56
48251,784.27,772.73,756.44,763.91,769.34,-36.62,-797.85,627.93,-10.97,2.95,-0.2,-104.12,9651,0,17.4835,-3.49142,-300.255,10061.5,-22148.4,-1491.85,-571.766,-33.5099,0,56
48287,783.78,771.95,756.3,763.18,768.8,-61.52,-785.64,634.28,-4.19,5.4,-1.71,-88.9,9658,0,15.4641,1.46549,-275.265,9412.48,-20452,-1958.14,-572.298,-34.1963,0,56
48324,785.34,771.3,756.24,762.69,768.89,-59.57,-779.79,654.79,5.08,-2.17,0.08,-83.43,9666,0,15.7298,2.97991,-249.84,9586.93,-18340.1,-1798.23,-571.408,-38.3726,0,56
48363,783.71,769.55,755.95,761.27,767.62,-44.92,-822.27,623.05,-8.82,1.22,1.55,-50.16,9674,0,17.0744,4.79848,-250.671,10454.5,-18458.2,-1852.66,-571.636,-41.7048,0,56
48400,785.14,768.15,755.87,760.64,767.45,-69.34,-801.76,618.65,3.22,-2.13,2.03,-36.42,9681,0,15.7557,5.85224,-235.45,10280.3,-17317.4,-1703.72,-571.549,-43.6638,0,56
48436,788.05,767.61,755.75,760.3,767.93,-43.46,-798.83,652.83,3.89,0.39,0.39,-40.14,9688,0,15.3591,2.89123,-215.78,11035.2,-16004.6,-1134.23,-572.171,-51.1412,0,56
48472,787.41,767.14,755.6,759.62,767.44,-62.5,-814.45,610.35,-12.21,5.76,0.85,-27.87,9695,0,16.8699,1.60789,-229.841,13351.8,-17214.1,-705.331,-572.895,-58.0915,0,56
48509,786.9,767.05,755.68,759.53,767.29,-41.5,-788.09,625.98,0.29,0.81,-0.98,-22.15,9703,0,17.5008,-1.28144,-229.67,14283.1,-17209.4,-434.449,-572.93,-62.1924,0,56
48545,789,767.39,755.71,759.56,767.91,-52.25,-785.64,661.62,6.52,2.69,-0.67,-31.76,9710,0,18.0464,-1.18365,-215.095,13386.6,-15845.8,-487.852,-571.669,-62.2354,0,56
48585,790.68,768.23,755.79,760.03,768.68,-73.73,-815.92,626.46,0.22,-1.29,-1.85,-49.13,9718,0,16.3811,-1.26917,-225.851,14439,-16831.2,-560.995,-572.523,-63.9325,0,56
48621,791.65,769.52,755.79,760.32,769.32,-76.66,-791.99,654.79,-1.55,0.95,-2.6,-66.98,9725,0,17.245,-4.67103,-241.576,15509.6,-18045.5,-790.335,-572.7,-64.2008,0,56
48658,793.03,771.04,755.85,760.16,770.02,-57.13,-827.64,632.81,-6.35,-0.39,-3.69,-80.24,9733,0,17.5594,1.52306,-258.927,15308,-19184.4,-1570.43,-572.092,-59.122,0,56
48694,794.38,771.77,755.92,760.04,770.53,-55.66,-804.2,634.28,-1.5,3.35,-2.08,-87.31,9740,0,23.2187,1.5009,-275.695,15759.6,-19939.7,-1652.63,-570.326,-57.1638,0,56
48730,795.61,772.4,755.89,760.72,771.16,-62.5,-816.41,627.44,3.79,-4.13,0.85,-107.12,9747,0,25.1814,-1.48451,-283.956,16145.8,-20279,-1868.65,-569.416,-56.8601,0,56
48767,796.39,772.66,755.99,761.39,771.61,-16.11,-805.66,665.04,4.17,-0.7,0.4,-119.4,9754,0,25.1518,-7.33043,-293.75,17103.5,-20936,-1751.29,-569.272,-58.2245,0,56
48806,794.73,772.79,756.16,762.33,771.5,-64.94,-808.11,643.55,2.56,-5.4,-0.79,-124.12,9762,0,27.6525,-2.39821,-309.605,16928.9,-22137.9,-1827.26,-569.504,-54.6795,0,56
48842,792.16,773.04,756.21,762.98,771.1,-49.32,-790.53,654.3,1.07,-4.4,0.01,-125.83,9769,0,29.1388,2.11301,-311.72,15949.2,-22397.9,-1755.12,-569.853,-51.1651,0,56
48878,789.91,772.69,756.2,762.71,770.38,-45.41,-792.97,654.3,0.11,-1.15,-1.79,-111.48,9777,0,26.8571,6.00821,-304.028,13463.3,-22023.7,-2123.46,-570.44,-44.2827,0,56
