currTime,s1,s2,s3,s4,s,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Frame,SubFrame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
17402,15.39,14.82,14.64,14.74,14.9,-13.67,-799.32,620.12,4.27,0.9,2.71,3480,0,51.4988,-4.0025,-447.018,35283.8,-55201.7,4308.26,-123.489,-78.9313,0
17433,15.39,14.82,14.64,14.74,14.9,-60.06,-841.8,557.62,-5.33,2.81,1.91,3487,0,51.3489,-2.18277,-443.503,34763.2,-54487,3990.34,-122.856,-78.3829,0
17464,15.41,14.82,14.64,14.73,14.9,-27.83,-813.48,677.73,6.52,0.34,-1.45,3493,0,49.69,-0.328124,-429.988,33072.5,-52718.2,3760.22,-122.604,-76.9146,0
17495,15.42,14.82,14.64,14.74,14.9,-38.09,-828.61,582.52,-2.49,-1.15,-3.35,3499,0,46.1502,-0.67868,-418.228,31887.1,-51449.5,3507.43,-123.018,-76.2434,0
17526,15.43,14.82,14.64,14.74,14.91,-37.11,-811.04,595.21,0.34,-3.14,0.83,3505,0,43.2046,-1.42252,-420.757,32215.4,-51929.9,3421.62,-123.42,-76.5653,0
17557,15.45,14.82,14.64,14.74,14.91,-29.3,-832.03,624.51,0.63,-0.5,-1.31,3511,0,44.798,-3.76979,-440.696,34221.5,-54519.7,3548.19,-123.713,-77.6532,0
17588,15.45,14.82,14.64,14.74,14.91,-36.13,-827.64,608.89,-0.37,-0.12,-0.46,3518,0,47.7513,-2.95025,-467.981,35488,-57928.2,3725.55,-123.783,-75.8322,0
17619,15.45,14.82,14.64,14.75,14.92,-32.71,-814.94,611.82,1.29,-2.63,-0.76,3524,0,47.6732,-1.65822,-462.628,33879.4,-57259.7,3601.37,-123.771,-73.2316,0
17650,15.42,14.82,14.64,14.76,14.91,-1.46,-820.31,630.86,2.26,-2.45,-1.74,3530,0,41.4429,-0.490479,-427.502,30003.6,-53495.5,3122.47,-125.136,-70.1818,0
17681,15.4,14.82,14.64,14.77,14.91,-14.16,-816.41,623.05,3,-2.03,-0.77,3536,0,34.8982,1.49814,-393.865,26476,-49893.4,2375.9,-126.677,-67.2198,0
17712,15.39,14.82,14.64,14.77,14.91,-17.09,-812.5,619.14,-0.55,-0.53,-0.85,3542,0,31.6549,2.38199,-376.96,24720.8,-48132.4,2063.21,-127.686,-65.5792,0
17742,15.39,14.82,14.64,14.78,14.91,-35.16,-826.66,631.84,1.72,-1.1,-1.46,3548,0,30.1527,1.8035,-367.658,24234.9,-47230.2,1950.27,-128.463,-65.917,0
17773,15.36,14.82,14.65,14.79,14.91,-30.76,-821.29,620.61,3.69,-6.17,-2.18,3555,0,28.5597,-1.07405,-356.849,24576.3,-46160.8,2056.06,-129.357,-68.8713,0
17804,15.35,14.82,14.65,14.79,14.9,-10.74,-809.08,618.65,2.73,-1.89,0.66,3561,0,25.4309,-4.00324,-335.751,24801.2,-43832.9,2119.14,-130.552,-73.8719,0
17835,15.35,14.82,14.65,14.8,14.91,-33.69,-834.96,606.93,2.4,-0.43,-2.02,3567,0,20.5371,-6.97699,-301.974,25105.3,-40028,2259.85,-132.556,-83.1467,0
17866,15.34,14.82,14.65,14.81,14.91,-26.37,-833.01,627.44,2.83,-0.73,-2.04,3573,0,16.0772,-11.6606,-261.755,25270.2,-35522.3,2815.48,-135.711,-96.5543,0
17897,15.34,14.82,14.65,14.82,14.91,-14.65,-807.13,630.37,1.91,-1.64,-0.63,3579,0,11.6193,-10.5586,-220.321,23512.2,-30795.4,2508.84,-139.777,-106.724,0
17928,15.35,14.82,14.65,14.82,14.91,-31.25,-811.52,622.07,2.13,-0.56,1.32,3586,0,9.98869,-10.849,-199.114,22773.3,-28369.5,2542.79,-142.479,-114.374,0
17959,15.34,14.82,14.65,14.82,14.91,-8.79,-813.96,640.14,1.27,-2.92,-1.57,3592,0,10.2158,-14.2961,-196.122,23109.4,-28129.9,3073.42,-143.43,-117.832,0
17990,15.33,14.82,14.65,14.83,14.91,-3.42,-816.41,638.18,3.31,-4.21,0.4,3598,0,9.10837,-12.4163,-188.98,22180.6,-27358.6,2589.1,-144.77,-117.37,0
18021,15.32,14.82,14.66,14.83,14.91,-21.48,-809.57,637.7,-2.71,-2.12,0.37,3604,0,9.33918,-9.0828,-190.343,21545,-27396.4,2158.96,-143.933,-113.191,0
18052,15.32,14.82,14.66,14.82,14.91,-21.48,-808.11,642.58,-0.66,2.24,-0.25,3610,0,12.7248,-5.40404,-204.96,21684.7,-28928.1,1982.72,-141.141,-105.8,0
18083,15.33,14.82,14.65,14.81,14.9,-25.88,-808.11,633.3,-0.95,-1.21,-1.28,3617,0,13.9491,-7.84678,-209.316,22009.3,-29341.9,2281.68,-140.18,-105.148,0
18114,15.32,14.82,14.65,14.82,14.9,-23.44,-813.48,617.68,0.73,0.82,0.89,3623,0,14.0241,-9.51053,-205.584,22404.1,-29006.5,2366.66,-141.094,-108.978,0
18144,15.32,14.82,14.65,14.82,14.9,-7.32,-812.01,634.77,-0.3,-0.04,0.24,3629,0,14.2955,-11.0964,-208.678,23073.8,-29635.8,2310.89,-142.017,-110.571,0
18175,15.31,14.82,14.65,14.82,14.9,-30.76,-815.43,625,-0.63,-0.8,-1.06,3635,0,14.8372,-12.8168,-213.304,24001.7,-30320.6,2586.59,-142.147,-112.523,0
18205,15.29,14.82,14.66,14.83,14.9,-25.88,-825.68,601.07,0.44,-2.58,-0.51,3641,0,15.8863,-11.8511,-220.179,24809.6,-31145.7,2460.88,-141.456,-112.679,0
18235,15.27,14.82,14.66,14.83,14.9,-20.51,-806.15,628.91,0.95,-1.05,-0.52,3647,0,17.7814,-13.3696,-231.152,26288.9,-32596.2,2640.93,-141.016,-113.73,0
18266,15.28,14.82,14.66,14.83,14.9,-17.09,-814.94,633.79,0.53,0.01,1.38,3653,0,18.4541,-14.4425,-241.36,26964.2,-33851.9,2763.29,-140.256,-111.721,0
18296,15.29,14.82,14.66,14.82,14.9,-19.04,-807.13,637.7,0.7,-2.36,-0.31,3659,0,20.6029,-11.0472,-248.973,26492.2,-34571.8,1935.2,-138.858,-106.407,0
18327,15.32,14.82,14.65,14.81,14.9,-22.95,-801.76,626.95,-0.15,0.31,1.34,3665,0,21.6605,-10.8037,-256.387,26135.1,-35471.3,1591.97,-138.351,-101.937,0
18358,15.37,14.82,14.65,14.76,14.9,-13.67,-801.76,635.25,-3.43,2.73,-0.71,3672,0,22.9003,-9.06742,-263.039,23436.1,-35991.9,1204.38,-136.832,-89.1006,0
18388,15.46,14.82,14.64,14.72,14.91,-11.72,-814.94,646.48,-6.21,4.25,-1.8,3678,0,23.148,-5.61796,-273.962,20410.1,-36942.6,700.99,-134.846,-74.5028,0
18419,15.54,14.82,14.64,14.7,14.93,-33.2,-806.64,636.72,-8.83,6.88,-0.94,3684,0,23.133,-2.21274,-279.573,17420.2,-37285.8,275.349,-133.367,-62.3108,0
18450,15.57,14.82,14.63,14.68,14.93,-63.48,-835.94,583.01,-13.93,6.87,1.82,3690,0,23.6193,-0.47245,-281.78,15048.3,-37123.7,145.994,-131.747,-53.4043,0
18480,15.55,14.82,14.63,14.67,14.92,0.98,-824.22,638.18,-7.53,3.65,-1.03,3696,0,23.6333,0.430441,-280.489,13178.5,-36701,140.023,-130.847,-46.984,0
18511,15.55,14.82,14.63,14.67,14.92,-2.44,-819.82,613.28,-5.01,3.7,1.32,3702,0,22.7959,0.412181,-279.379,11987,-36435.4,138.144,-130.415,-42.9055,0
18542,15.54,14.82,14.63,14.66,14.91,-43.46,-846.68,597.66,-6.16,0.15,2.02,3708,0,21.934,0.521397,-278.123,11105.8,-36193.7,192.963,-130.135,-39.9312,0
18572,15.52,14.82,14.63,14.67,14.91,-43.95,-857.91,583.01,-0.04,-5.58,-2.5,3714,0,21.2531,0.808512,-278.305,10368.7,-36052.7,140.932,-129.544,-37.2568,0
18603,15.5,14.82,14.63,14.67,14.9,-52.25,-828.12,557.62,-0.42,-0.85,-0.59,3721,0,21.4993,1.56751,-279.826,9801.67,-36143.4,276.356,-129.164,-35.0278,0
18634,15.46,14.82,14.63,14.66,14.89,-10.74,-798.83,672.36,-7.42,2.77,0.24,3727,0,21.3091,1.57854,-281.518,9491.14,-36299.3,213.975,-128.941,-33.7141,0
18665,15.48,14.82,14.63,14.67,14.9,-16.6,-855.96,579.1,6.34,0.17,-3.24,3733,0,21.6651,0.860351,-283.691,9408.71,-36555.3,405.939,-128.856,-33.1655,0
18696,15.54,14.82,14.63,14.67,14.92,30.76,-794.92,671.39,12.26,-5.75,0.56,3739,0,21.8496,1.77663,-285.349,9108.33,-36666.6,418.24,-128.497,-31.9199,0
18727,15.48,14.82,14.63,14.67,14.9,-72.27,-806.64,585.45,-8.56,0.04,2.94,3745,0,21.9695,2.54851,-283.586,8686.16,-36505,310.192,-128.727,-30.6297,0
18758,15.51,14.82,14.63,14.68,14.91,-27.83,-851.56,560.55,13.37,-0.85,-2.35,3752,0,21.4271,2.63862,-283.58,8706.18,-36512.2,347.6,-128.754,-30.701,0
18789,15.52,14.82,14.63,14.68,14.91,7.32,-777.83,701.66,1.94,0.84,0.34,3758,0,21.4136,3.34783,-285.257,8685.68,-36626.8,410.76,-128.399,-30.4487,0
18820,15.49,14.82,14.63,14.7,14.91,-63.48,-817.87,579.1,-0.95,0.43,-0.56,3764,0,21.631,2.90752,-287.747,8766.02,-36954.3,493.69,-128.426,-30.4643,0
18851,15.59,14.82,14.64,14.72,14.94,-1.46,-755.86,722.66,10.7,1.14,-7.02,3770,0,21.9457,2.0954,-288.914,8937.65,-37083.7,500.251,-128.355,-30.9354,0
18882,15.57,14.83,14.64,14.71,14.94,-10.74,-827.64,617.68,-14.2,7.05,-2.68,3776,0,21.6421,2.30409,-286.88,8790.55,-36826.2,413.314,-128.368,-30.6421,0
18913,15.48,14.83,14.64,14.72,14.92,-70.8,-854.49,512.7,-18.02,4.22,-3.01,3783,0,20.9552,2.25524,-286.058,8877.66,-36718.8,419.358,-128.361,-31.0344,0
18943,15.52,14.83,14.65,14.75,14.94,-61.04,-788.57,664.06,-0.94,-1.5,-3.59,3789,0,20.6942,3.62684,-284.724,8497.01,-36631.6,203.655,-128.657,-29.8429,0
18974,15.45,14.83,14.65,14.75,14.92,-23.44,-837.4,598.63,-10.72,2.23,-0.61,3795,0,20.3285,3.73921,-283.955,8418.46,-36519.1,87.0105,-128.609,-29.6472,0
19005,15.36,14.84,14.66,14.75,14.9,-14.65,-861.82,553.22,-6.75,-2.76,-5.99,3801,0,19.8124,2.55349,-285.654,8721.99,-36783.5,348.871,-128.769,-30.5332,0
19036,15.41,14.84,14.67,14.78,14.93,-57.62,-833.98,608.4,4.78,-3.49,-4.93,3807,0,20.0583,3.37649,-286.699,8810.04,-36836.5,250.512,-128.485,-30.7292,0
19067,15.35,14.84,14.68,14.8,14.92,18.07,-810.55,638.18,3.25,-2.44,-0.53,3813,0,20.2759,4.83773,-287.822,8720.96,-36845.6,206.7,-128.015,-30.2999,0
19098,15.22,14.84,14.69,14.82,14.89,-25.39,-859.37,567.38,-3.88,-14.21,-3.97,3820,0,20.1461,6.03423,-285.508,8623.72,-36562.6,164.253,-128.061,-30.2049,0
19129,15.21,14.84,14.7,14.83,14.89,9.28,-752.93,679.2,10.37,0.58,-3.22,3826,0,19.7039,5.58546,-284.153,9067.5,-36491.3,180.92,-128.421,-31.9107,0
19160,15.2,14.84,14.7,14.84,14.89,-4.88,-868.65,591.8,-2.71,-0.71,-2.26,3832,0,20.2755,5.13471,-285.276,10258,-36589,270.118,-128.258,-35.9579,0
19191,15.14,14.84,14.7,14.85,14.88,-26.86,-819.82,593.26,-5.86,-4.34,-3.47,3838,0,21.4643,1.67161,-287.814,13038.8,-37081.5,878.083,-128.838,-45.3021,0
19222,15.13,14.84,14.7,14.86,14.88,20.51,-807.62,634.77,7.86,3.58,-1.54,3844,0,22.1198,-1.48954,-287.382,16078.3,-37029.7,1354.19,-128.852,-55.9482,0
19253,15.15,14.84,14.7,14.87,14.89,-25.39,-855.47,614.26,1.47,-1.65,0.11,3851,0,20.9887,-3.73697,-280.59,18992.1,-36395.7,1735.85,-129.712,-67.6882,0
19284,15.13,14.84,14.7,14.88,14.89,-5.86,-789.55,646,-1.82,-0.5,-2.17,3857,0,19.5736,-4.42118,-275.689,21082.9,-36030.5,2150.91,-130.692,-76.4729,0
19315,15.13,14.84,14.7,14.89,14.89,-21,-855.96,584.47,-0.42,2.36,1.25,3863,0,19.1489,-5.91438,-276.837,23451.1,-36359.2,2648.91,-131.338,-84.7109,0
19346,15.11,14.84,14.7,14.91,14.89,-6.35,-837.89,601.56,1.6,-6.69,-2.34,3869,0,18.8472,-7.29987,-272.761,24738.7,-35975.2,3158.92,-131.893,-90.6978,0
19377,15.1,14.84,14.7,14.91,14.89,-16.6,-831.05,607.91,0.13,-3.69,-0.73,3875,0,17.9692,-5.23722,-269.268,25721.8,-35816.2,3143.13,-133.013,-95.5248,0
19408,15.1,14.84,14.71,14.92,14.89,-3.42,-822.75,618.16,2.61,-2.85,-2.65,3882,0,15.5671,-7.33251,-264.641,26965.1,-35336.4,3628.32,-133.526,-101.894,0
19439,15.09,14.84,14.71,14.92,14.89,-2.93,-837.89,599.12,2.85,1.62,0.27,3888,0,14.8263,-8.72187,-255.243,26742.3,-34182.6,3881.64,-133.922,-104.772,0
19470,15.09,14.84,14.71,14.92,14.89,-3.91,-821.78,617.19,2.04,-0.85,-1.89,3894,0,15.1669,-8.55002,-245.108,26085.5,-32896.8,3864.89,-134.213,-106.425,0
19501,15.1,14.84,14.71,14.92,14.89,-2.44,-795.9,637.21,2.53,3.08,1.18,3900,0,16.1399,-7.48896,-241.614,25961.2,-32472.3,3791.64,-134.397,-107.45,0
19532,15.11,14.84,14.71,14.92,14.89,-18.07,-859.86,578.61,-1.19,-2.37,1.49,3906,0,13.4194,-10.5421,-231.354,24857.3,-31320.5,3779.82,-135.38,-107.444,0
19562,15.11,14.84,14.72,14.91,14.89,6.35,-798.34,620.61,0.05,3.62,-0.03,3912,0,15.4947,-5.39386,-234.941,24549.5,-31647.1,2810.96,-134.703,-104.494,0
19593,15.11,14.84,14.72,14.9,14.89,-10.74,-840.82,596.68,-2.03,0.51,2.95,3919,0,15.8611,-1.39878,-242.179,24668,-32618.6,1711.17,-134.688,-101.859,0
19624,15.11,14.83,14.73,14.89,14.89,-21.97,-849.61,574.71,-1.75,-1.42,-0.44,3925,0,15.5784,-4.36069,-232.617,23613.8,-31374.6,1899.41,-134.878,-101.514,0
19655,15.12,14.83,14.74,14.87,14.89,15.63,-781.25,636.72,1.98,-0.91,0.16,3931,0,17.2746,-2.1149,-237.25,23601.4,-31764.7,1802.96,-133.887,-99.4795,0
19686,15.13,14.83,14.74,14.86,14.89,17.09,-807.13,620.12,-0.66,2.46,3.85,3937,0,15.0483,-1.61823,-233.325,22816,-31447,1627.59,-134.778,-97.7862,0
19717,15.14,14.83,14.75,14.84,14.89,-3.42,-868.16,580.08,-1.05,-1.18,-0.6,3943,0,13.8886,-2.83617,-228.014,22275,-30971.8,2042.69,-135.834,-97.6915,0
19748,15.14,14.83,14.75,14.83,14.89,9.28,-827.15,623.05,1.38,-5.38,1.41,3950,0,12.7391,-2.46631,-253.215,24471.8,-34246.5,2074.88,-135.247,-96.6446,0
19779,15.14,14.83,14.75,14.82,14.89,-22.46,-857.91,584.96,6.63,-0.98,1.75,3956,0,12.6459,-6.10462,-249.46,24649.5,-33850.8,2642.64,-135.697,-98.8142,0
19810,15.15,14.83,14.75,14.82,14.89,-10.74,-806.15,632.32,3.91,-1.75,3.89,3962,0,14.6607,-4.32324,-260.917,25651.2,-35214.5,2581.28,-134.965,-98.3138,0
19840,15.16,14.83,14.75,14.81,14.89,-16.6,-823.73,605.47,-0.05,2.72,1.73,3968,0,15.611,-1.02443,-290.999,27993.7,-38956.3,1802.54,-133.871,-96.1984,0
19871,15.17,14.82,14.74,14.81,14.89,-28.81,-839.84,606.93,0.21,-2.98,0.4,3974,0,14.3584,-8.26409,-275.616,27743.6,-36785.6,2584.66,-133.468,-100.668,0
19901,15.17,14.82,14.74,14.8,14.88,-13.18,-832.03,602.05,1.18,1.93,-0.58,3980,0,18.492,-6.76679,-296.53,30202.5,-39225.8,2384.16,-132.284,-101.854,0
19932,15.17,14.82,14.74,14.79,14.88,2.93,-809.57,626.95,-1.6,1.98,-1.56,3986,0,19.5681,0.847216,-322.368,32283,-42262.3,1226.23,-131.099,-100.144,0
19962,15.17,14.82,14.73,14.77,14.87,-20.02,-853.03,596.68,-2.19,5.21,1.88,3992,0,16.2864,-7.82182,-285.309,29689.3,-37500,2450.26,-131.436,-104.068,0
19992,15.17,14.82,14.73,14.76,14.87,1.46,-833.01,610.35,0.59,-0.13,-1.96,3998,0,17.002,-11.0879,-305.145,32039.2,-39819.4,2729.77,-130.492,-104.998,0
20023,15.18,14.82,14.72,14.75,14.87,-22.95,-827.64,625.98,0.98,3.04,1.71,4005,0,13.8916,-0.30895,-326.556,33141.9,-42980,1152.5,-131.616,-101.489,0
20054,15.19,14.82,14.72,14.74,14.87,-19.04,-819.34,615.72,1.05,3.86,0.54,4011,0,10.6472,-3.99782,-302.491,30954.8,-40158.6,1625.81,-132.762,-102.336,0
20085,15.21,14.82,14.71,14.73,14.87,-20.51,-842.29,597.17,-0.04,2.99,1.41,4017,0,9.76834,-9.15794,-294.971,28936.6,-39273.4,1963.03,-133.143,-98.1018,0
20115,15.22,14.82,14.71,14.73,14.87,-27.83,-829.59,617.68,1.56,-1.02,-0.97,4023,0,6.25384,-1.41402,-311.121,28174.9,-41725.1,283.691,-134.113,-90.5608,0
20146,15.22,14.82,14.7,14.72,14.87,-0.49,-825.2,621.09,-2.47,1.6,0.48,4029,0,6.19084,6.72359,-312.003,26636.8,-41279.3,-945.215,-132.304,-85.3735,0
20176,15.22,14.82,14.7,14.72,14.86,-23.93,-840.33,601.07,-0.15,0.83,0,4035,0,6.7332,-0.0137379,-305.321,26215,-40010.2,262.845,-131.043,-85.8606,0
20207,15.23,14.82,14.7,14.71,14.86,-29.3,-812.01,615.72,-0.15,5.28,-1.89,4041,0,4.06777,0.942926,-315.918,26174.5,-41440.2,-231.377,-131.174,-82.8528,0
20238,15.25,14.82,14.69,14.71,14.87,-37.11,-826.66,604.49,-2.06,2.85,-1.65,4048,0,-1.10925,3.10329,-315.927,25343.8,-41646.6,-938.564,-131.824,-80.2206,0
20269,15.26,14.82,14.69,14.71,14.87,-41.02,-834.47,602.05,-5.37,4.1,0.66,4054,0,-4.75621,-2.04476,-303.056,24215.6,-40361.8,-278.911,-133.183,-79.9044,0
20300,15.3,14.82,14.69,14.7,14.88,-22.46,-841.31,610.84,4.66,1.32,-0.53,4060,0,-7.19214,-1.22565,-302.745,23407.8,-40659.5,-921.667,-134.303,-77.3185,0
20331,15.32,14.82,14.68,14.7,14.88,-32.23,-816.89,616.7,-2.55,3.6,0.92,4066,0,-9.2711,0.270626,-301.26,22233.1,-40714.8,-1305.26,-135.148,-73.8008,0
20362,15.31,14.82,14.68,14.7,14.88,-32.71,-838.87,584.96,-3.76,3.05,-0.43,4072,0,-8.51254,0.570099,-300.036,21625.4,-40199.8,-1288.22,-133.983,-72.0762,0
20392,15.29,14.82,14.68,14.7,14.87,-30.76,-821.29,602.05,-2.65,-0.59,-0.93,4078,0,-8.02524,2.47234,-303.822,21288,-40445.4,-1638.7,-133.122,-70.0676,0
20423,15.29,14.82,14.68,14.71,14.87,-26.37,-821.78,609.37,-1.8,4.21,0.79,4085,0,-7.62286,3.19045,-296.961,19875.2,-39191.2,-1752.65,-131.974,-66.9286,0
20454,15.27,14.82,14.68,14.71,14.87,-25.88,-843.26,593.26,2.71,1.07,0.24,4091,0,-7.1465,1.28239,-298.269,19739.5,-39199.7,-1661.94,-131.424,-66.1804,0
20485,15.25,14.82,14.69,14.72,14.87,0,-835.94,666.5,8.99,-5.81,4.27,4097,0,-5.688,4.31348,-296.116,18772.1,-38767.2,-2030.12,-130.919,-63.3944,0
20516,15.26,14.82,14.69,14.73,14.87,-23.44,-813.96,628.91,8.42,-4.94,-0.32,4103,0,-5.83363,2.16031,-293.337,18557.3,-38435,-1894.49,-131.027,-63.2627,0
20547,15.28,14.82,14.69,14.73,14.88,-42.97,-817.87,623.54,-1.23,2.54,-2.31,4109,0,-5.07539,1.80071,-292.133,18461.8,-38265.7,-1843.92,-130.988,-63.1968,0
20578,15.28,14.82,14.69,14.74,14.88,-40.53,-845.7,599.12,1.39,-0.82,0.55,4116,0,-3.71292,4.3537,-296.616,17972,-38630.2,-2231.25,-130.237,-60.5902,0
20609,15.26,14.82,14.69,14.74,14.88,-19.04,-824.71,612.3,-2.06,1.86,-0.6,4122,0,-3.617,2.5096,-295.299,17559.5,-38325.8,-1845.33,-129.786,-59.4634,0
20640,15.24,14.82,14.69,14.74,14.87,-38.09,-840.82,598.14,-1.27,1.86,-0.75,4128,0,-3.89564,3.09118,-301.851,18190.3,-39165.9,-2076.62,-129.752,-60.2623,0
20671,15.24,14.82,14.69,14.74,14.87,-32.71,-819.34,629.88,-0.77,3.93,-3.03,4134,0,-5.05899,3.60911,-300.538,18245.3,-39218.5,-1940.63,-130.494,-60.7086,0
20702,15.24,14.82,14.69,14.75,14.87,-21,-812.5,624.51,1.17,0.37,-2.18,4140,0,-7.63413,4.07658,-304.478,18318.9,-40146.1,-2124.07,-131.852,-60.1651,0
20733,15.23,14.82,14.69,14.76,14.88,-41.02,-832.03,611.33,1.84,-2.88,1.48,4147,0,-7.79185,0.556975,-311.427,19201.6,-41141.6,-1486.33,-132.107,-61.6569,0
20764,15.23,14.82,14.7,14.77,14.88,-22.95,-821.29,627.44,0.36,-1.37,1.2,4153,0,-4.11386,1.14225,-312.832,19389.7,-41076.2,-1180.41,-131.304,-61.9811,0
20795,15.21,14.82,14.7,14.77,14.88,-25.39,-835.94,604.49,-1.89,0.47,-1.21,4159,0,-0.912593,1.02119,-310.041,19199.9,-40512.5,-628.53,-130.668,-61.927,0
20826,15.2,14.82,14.7,14.77,14.87,-22.95,-811.04,611.82,-0.97,4.51,-2.96,4165,0,0.222582,-1.34582,-311.712,19499.1,-40650.2,-29.2341,-130.409,-62.5549,0
20857,15.19,14.82,14.7,14.78,14.87,-30.27,-826.17,609.86,-0.03,-0.46,-1.2,4171,0,1.36571,-0.888065,-314.908,19641,-40995.1,206.627,-130.181,-62.3705,0
20888,15.2,14.82,14.7,14.78,14.88,-28.81,-825.68,623.05,0.18,-2.49,-0.28,4178,0,4.3102,-2.77794,-315.178,20341.2,-40912.3,844.389,-129.807,-64.539,0
20918,15.19,14.82,14.71,14.79,14.88,-24.9,-812.99,621.58,-0.89,0.4,0.11,4184,0,5.55685,-4.32029,-313.149,20841.2,-40703.1,1390.22,-129.98,-66.5538,0
20950,15.19,14.82,14.71,14.79,14.88,-18.07,-827.64,628.91,1.64,-0.11,-0.05,4190,0,7.39336,-3.58928,-314.06,21114.1,-40855.6,1579.79,-130.088,-67.2294,0
20980,15.18,14.82,14.71,14.79,14.88,-20.02,-822.27,621.58,0.53,-0.34,0.17,4196,0,9.41624,-1.66567,-314.071,21048.2,-40810.7,1516.03,-129.941,-67.0174,0
21011,15.18,14.82,14.7,14.78,14.87,-27.34,-815.92,619.63,-0.11,1.5,-1.56,4202,0,11.9068,-3.8443,-312.479,21448.3,-40365,2075.3,-129.176,-68.6392,0
21042,15.19,14.82,14.7,14.78,14.87,-34.67,-821.78,606.45,-0.45,0.79,2.05,4208,0,13.1562,-5.57673,-313.719,22266.7,-40417.3,2345.56,-128.833,-70.9762,0
21073,15.19,14.82,14.7,14.78,14.87,-31.25,-812.99,612.3,-0.96,-0.18,0.07,4215,0,14.6599,-3.35704,-315.45,23070.1,-40654.7,2026.82,-128.878,-73.1341,0
21104,15.17,14.82,14.7,14.78,14.87,-18.55,-812.99,615.23,0.43,-0.87,-2.3,4221,0,16.4456,-4.14119,-315.028,23746.3,-40288.5,2214.83,-127.889,-75.3784,0
21135,15.18,14.82,14.7,14.78,14.87,-34.67,-804.2,620.12,1.23,-1.02,0.02,4227,0,18.0037,-4.93634,-318.947,24356.6,-40757.1,2553.32,-127.786,-76.3656,0
21167,15.18,14.82,14.7,14.78,14.87,-21.48,-810.06,625.49,-0.18,1.4,-1.64,4233,0,17.6483,-4.57479,-320.571,25541.7,-41089.8,2511.85,-128.177,-79.6755,0
21199,15.18,14.82,14.7,14.78,14.87,-9.77,-815.92,617.19,-1.28,-3.95,0.5,4240,0,17.4062,-6.45298,-317.277,26626.1,-40758.7,2804.43,-128.464,-83.9216,0
21229,15.17,14.82,14.71,14.79,14.87,-21,-826.17,637.7,1.81,-2.39,0.38,4246,0,19.0576,-9.71669,-315.414,27708.1,-40529.1,3577.52,-128.495,-87.8466,0
21260,15.15,14.82,14.71,14.81,14.87,-18.07,-820.8,614.75,1.6,-3.51,-1.86,4252,0,17.3983,-7.02122,-316.003,28107.7,-40660.6,3297.51,-128.672,-88.9476,0
21291,15.12,14.82,14.72,14.83,14.87,-23.93,-822.27,617.68,0.58,-7.22,-0.76,4258,0,17.702,-6.54134,-322.506,29634,-41566.6,3139.45,-128.886,-91.8867,0
21322,15.1,14.82,14.73,14.84,14.87,-27.34,-813.48,627.44,2.18,-8.24,-0.32,4264,0,18.0166,-5.92655,-317.494,29247.9,-40872.5,2903.23,-128.735,-92.1212,0
21353,15.06,14.82,14.74,14.84,14.86,-15.63,-820.8,620.61,1.36,-4.92,-1.31,4271,0,18.8909,-4.5943,-312.281,27988.8,-40165.7,2561.05,-128.62,-89.6269,0
21384,15.02,14.82,14.74,14.82,14.85,10.74,-790.04,638.18,-1.65,-1.29,0.85,4277,0,19.9957,-2.5539,-311.537,26960.5,-40124.7,1994.26,-128.796,-86.5406,0
21415,15.03,14.82,14.73,14.8,14.85,-21.48,-810.06,629.39,-2.95,1.11,3.89,4283,0,19.5907,-0.718722,-307.133,25867,-39770.6,1648.22,-129.49,-84.2203,0
21446,15.07,14.82,14.73,14.81,14.86,-69.82,-857.42,521.97,-0.31,0.82,2.08,4289,0,19.5277,-0.102872,-295.858,24971.3,-38377.6,1742.33,-129.716,-84.4032,0
21477,15.11,14.82,14.73,14.8,14.86,-21.48,-796.39,659.18,3.44,0.31,3.69,4295,0,18.564,0.227907,-285.851,24293.3,-37018.1,1814.23,-129.502,-84.986,0
21507,15.14,14.82,14.72,14.77,14.86,-8.3,-791.02,647.95,-3.15,3.27,2.18,4301,0,19.6023,1.77094,-289.29,24311.7,-37432.5,1767.76,-129.394,-84.0389,0
21538,15.19,14.82,14.71,14.73,14.86,-0.49,-807.13,657.71,-7.97,9.56,2.31,4308,0,19.9985,3.31554,-275.815,21954.5,-35833.5,1487.29,-129.919,-79.5983,0
21568,15.26,14.82,14.7,14.7,14.87,-38.57,-833.01,602.05,-21.74,14.53,-1.71,4314,0,19.9778,1.76791,-261.244,20194.9,-33976.7,1518.37,-130.057,-77.3019,0
21599,15.26,14.82,14.69,14.68,14.86,-41.99,-847.66,563.48,-20.43,7.39,-2.18,4320,0,20.7007,1.96395,-248.082,18793.4,-32212.7,1504.48,-129.847,-75.7546,0
21629,15.26,14.82,14.69,14.67,14.86,-37.11,-825.68,604.49,-14.24,5.51,2.41,4326,0,20.0544,-0.0708884,-237.892,17929.6,-30964.8,1689.61,-130.164,-75.3682,0
21659,15.25,14.82,14.68,14.66,14.85,-32.23,-863.77,594.73,-13.14,3.35,2.6,4332,0,20.8661,0.754451,-231.628,16435.7,-30088.4,1472.47,-129.9,-70.9592,0
21690,15.21,14.82,14.68,14.66,14.84,-40.04,-859.37,547.36,-11.17,-3.87,-1.46,4338,0,18.936,1.25064,-238.521,16431.3,-31184.4,1337.03,-130.741,-68.8883,0
