currTime,s1,s2,s3,s4,s,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Frame,SubFrame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
1229,0,0,0,0,0,-40.53,-882.81,514.65,-0.63,2.31,0.1,247,0,0,0,0,0,0,0,0,0,0
1260,0,0,0,0,0,-37.6,-878.42,526.86,-1.56,1.61,-0.44,253,0,0,0,0,0,0,0,0,0,0
1291,0,0,0,0,0,-40.04,-893.55,529.3,0.37,0.41,0.58,259,0,0,0,0,0,0,0,0,0,0
1322,0,0,0,0,0,-36.62,-884.77,514.65,-2.31,-0.62,-0.95,265,0,0,0,0,0,0,0,0,0,0
1353,0,0,0,0,0,-17.58,-878.42,513.67,-3.21,-2.56,-2.55,272,0,0,0,0,0,0,0,0,0,0
1384,0,0,0,0,0,-36.13,-890.62,523.44,-0.2,-0.45,-0.95,278,0,0,0,0,0,0,0,0,0,0
1415,0,0,0,0,0,-49.8,-875.49,510.25,0.68,2.18,-1.15,284,0,0,0,0,0,0,0,0,0,0
1446,0,0,0,0,0,-42.48,-875.49,515.62,-2.22,2.79,-1.6,290,0,0,0,0,0,0,0,0,0,0
1477,0,0,0,0,0,-41.5,-875,526.37,-2.22,1.15,0.21,296,0,0,0,0,0,0,0,0,0,0
1507,0,0,0,0,0,-41.02,-868.16,505.86,-3.19,3.52,-2.15,302,0,0,0,0,0,0,0,0,0,0
1538,0,0,0,0,0,-34.67,-878.42,513.18,-2.88,-0.31,0.36,309,0,0,0,0,0,0,0,0,0,0
1568,0,0,0,0,0,-42.97,-881.35,508.3,-1.31,2.46,-2.49,315,0,0,0,0,0,0,0,0,0,0
1599,0,0,0,0,0,-29.3,-891.11,506.35,-2.25,0.72,0.3,321,0,0,0,0,0,0,0,0,0,0
1629,0,0,0,0,0,-54.2,-877.44,521.48,0.1,2.21,-3.26,327,0,0,0,0,0,0,0,0,0,0
1659,0,0,0,0,0,-37.6,-880.86,536.62,-0.1,1.99,-1.3,333,0,0,0,0,0,0,0,0,0,0
1690,0,0,0,0,0,-44.92,-889.16,516.6,1.79,1.11,1.39,339,0,0,0,0,0,0,0,0,0,0
1721,0,0,0,0,0,-39.55,-877.93,505.37,0.85,1.4,-2.5,345,0,0,0,0,0,0,0,0,0,0
1752,0,0,0,0,0,-41.5,-887.21,519.04,-0.59,1.01,1.64,351,0,0,0,0,0,0,0,0,0,0
1782,0,0,0,0,0,-48.34,-878.91,526.37,0.92,4.21,-0.52,357,0,0,0,0,0,0,0,0,0,0
1813,0,0,0,0,0,-41.02,-880.86,528.32,-0.18,0.37,-1.62,364,0,0,0,0,0,0,0,0,0,0
1844,0,0,0,0,0,-42.48,-888.67,517.09,-0.63,1.04,-0.86,370,0,0,0,0,0,0,0,0,0,0
1874,0,0,0,0,0,-32.71,-889.16,518.07,0.18,2.55,0.06,376,0,0,0,0,0,0,0,0,0,0
1905,0,0,0,0,0,-39.06,-877.93,513.18,1.08,-0.32,-2.77,382,0,0,0,0,0,0,0,0,0,0
1936,0,0,0,0,0,-38.57,-884.77,505.37,-1,0.98,1.18,388,0,0,0,0,0,0,0,0,0,0
1967,0,0,0,0,0,-31.74,-887.21,511.72,2.62,-0.85,-1.13,394,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,0,0,-31.25,-873.54,534.67,2.26,-1.75,-0.67,401,0,0,0,0,0,0,0,0,0,0
2029,0,0,0,0,0,-37.11,-876.95,531.74,-0.33,-2.16,2.45,407,0,0,0,0,0,0,0,0,0,0
2060,0,0,0,0,0,-32.23,-889.16,529.3,1.53,-1.69,-1.27,413,0,0,0,0,0,0,0,0,0,0
2091,0,0,0,0,0,-38.57,-890.62,530.27,1.8,1.34,-0.17,419,0,0,0,0,0,0,0,0,0,0
2121,0,0,0,0,0,-27.83,-874.02,542.97,3.8,-0.44,-0.5,425,0,0,0,0,0,0,0,0,0,0
2153,0,0,0,0,0,-41.99,-884.77,525.39,2.17,-2.56,0.29,432,0,0,0,0,0,0,0,0,0,0
2184,0,0,0,0,0,-23.44,-875.98,527.83,0.08,-2.19,1.13,438,0,0,0,0,0,0,0,0,0,0
2215,0,0,0,0,0,-26.37,-875.49,540.53,-1.28,-1.76,0.23,444,0,0,0,0,0,0,0,0,0,0
2245,0,0,0,0,0,-40.53,-881.35,529.3,-0.32,-2.64,-0.6,450,0,0,0,0,0,0,0,0,0,0
2277,0,0,0,0,0,-27.34,-882.32,538.09,-1.18,2.63,0.11,456,0,0,0,0,0,0,0,0,0,0
2307,0,0,0,0,0,-26.86,-871.58,522.46,1.01,2.21,2.64,462,0,0,0,0,0,0,0,0,0,0
2338,0,0,0,0,0,-47.36,-878.42,541.99,0.03,2.13,2.36,469,0,0,0,0,0,0,0,0,0,0
2369,0,0,0,0,0,-39.55,-876.95,519.04,-1.69,-0.62,0.4,475,0,0,0,0,0,0,0,0,0,0
2401,0,0,0,0,0,-37.6,-883.79,540.53,1.94,-0.03,-1.89,481,0,0,0,0,0,0,0,0,0,0
2431,0,0,0,0,0,-44.92,-882.81,536.62,0.66,-0.25,-2.04,487,0,0,0,0,0,0,0,0,0,0
2462,0,0,0,0,0,-35.16,-876.95,533.69,0.98,0.56,-1.74,493,0,0,0,0,0,0,0,0,0,0
2493,0,0,0,0,0,-43.46,-875.98,524.41,-1.41,0.74,-0.5,500,0,0,0,0,0,0,0,0,0,0
2524,0,0,0,0,0,-42.97,-863.28,535.64,1.13,0.02,0.23,506,0,0,0,0,0,0,0,0,0,0
2555,0,0,0,0,0,-32.23,-867.68,521,-0.09,1.2,-0.37,512,0,0,0,0,0,0,0,0,0,0
2586,0,0,0,0,0,-28.81,-882.32,545.41,-0.56,-1.02,-1.43,518,0,0,0,0,0,0,0,0,0,0
2617,0,0,0,0,0,-40.53,-874.02,523.44,-0.15,1.56,0.97,524,0,0,0,0,0,0,0,0,0,0
2648,0,0,0,0,0,-34.67,-878.42,522.46,0.23,2.19,-0.11,531,0,0,0,0,0,0,0,0,0,0
2679,0,0,0,0,0,-34.67,-879.39,524.9,-1.27,1.29,0.5,537,0,0,0,0,0,0,0,0,0,0
2710,0,0,0,0,0,-38.57,-881.35,533.69,-2.15,3.47,-0.04,543,0,0,0,0,0,0,0,0,0,0
2741,0,0,0,0,0,-36.62,-865.23,549.32,-0.59,-0.66,0.3,549,0,0,0,0,0,0,0,0,0,0
2772,0,0,0,0,0,-37.6,-874.51,529.79,1.83,-0.5,-2,555,0,0,0,0,0,0,0,0,0,0
2803,0,0,0,0,0,-37.6,-880.37,533.69,1.95,-0.6,-0.03,562,0,0,0,0,0,0,0,0,0,0
2834,0,0,0,0,0,-40.53,-882.32,522.95,-1.18,0.08,-1.63,568,0,0,0,0,0,0,0,0,0,0
2865,0,0,0,0,0,-35.16,-885.74,518.55,-0.23,2.37,-0.72,574,0,0,0,0,0,0,0,0,0,0
2896,0,0,0,0,0,-39.55,-867.19,532.71,-0.98,-0.77,-3.79,580,0,0,0,0,0,0,0,0,0,0
2927,0,0,0,0,0,-30.76,-875,534.67,3.13,1.63,-1.74,586,0,0,0,0,0,0,0,0,0,0
2958,0,0,0,0,0,-47.36,-873.54,542.97,-4.69,-0.72,1.39,593,0,0,0,0,0,0,0,0,0,0
2989,0,0,0,0,0,-48.83,-895.51,528.32,3.56,1.82,-0.03,599,0,0,0,0,0,0,0,0,0,0
3020,0,0,0,0,0,-27.83,-870.61,535.16,1.69,-0.18,-2.42,605,0,0,0,0,0,0,0,0,0,0
3051,0,0,0,0,0,-1.46,-886.72,528.81,2.75,5.21,-3.47,611,0,0,0,0,0,0,0,0,0,0
3082,0,0,0,0,0,-149.9,-921.87,750.49,8.63,7.53,-1.56,617,0,0,0,0,0,0,0,0,0,0
3113,0,0,0,0,0,-68.36,-879.88,424.8,-10.59,-2.13,-0.76,624,0,0,0,0,0,0,0,0,0,0
3144,0,0,0,0,0,-32.23,-851.07,575.68,-6.04,2.92,2.17,630,0,0,0,0,0,0,0,0,0,0
3175,0,0,0,0,0,-68.36,-928.22,492.68,2.05,1.53,0.07,636,0,0,0,0,0,0,0,0,0,0
3205,0,0,0,0,0,-44.92,-875,533.69,-8.86,-4.65,-3.05,642,0,0,0,0,0,0,0,0,0,0
3236,0,0,0,0,0,-15.14,-865.72,612.3,-2.69,1.56,-0.5,648,0,0,0,0,0,0,0,0,0,0
3266,0,0,0,0,0,-48.83,-843.26,517.58,-0.24,-2.56,0.85,654,0,0,0,0,0,0,0,0,0,0
3297,0,0,0,0,0,-41.02,-882.32,544.43,-0.52,0.15,-1.18,660,0,0,0,0,0,0,0,0,0,0
3327,0,0,0,0,0,-34.67,-880.37,524.9,0.31,-2.47,-1.56,666,0,0,0,0,0,0,0,0,0,0
3357,0,0,0,0,0,-57.13,-884.77,539.06,-1.1,0.01,-2.31,672,0,0,0,0,0,0,0,0,0,0
3388,0,0,0,0,0,-33.69,-892.09,515.62,-1.31,0.69,-4.34,679,0,0,0,0,0,0,0,0,0,0
3419,0,0,0,0,0,-64.45,-937.01,490.72,-2.33,1.6,-15.47,685,0,0,0,0,0,0,0,0,0,0
3450,0,0,0,0,0,65.92,-692.38,358.89,13.48,-19.79,-18.61,691,0,0,0,0,0,0,0,0,0,0
3480,0,0,0,0,0,37.11,-986.82,418.95,3.57,46.89,-31.29,697,0,0,0,0,0,0,0,0,0,0
3511,0,0,0,0,0,41.02,-907.71,419.43,9.37,64.45,-43.97,703,0,0,0,0,0,0,0,0,0,0
3542,0,0,0,0,0,-33.69,-873.05,521.97,3.76,78.27,-47.5,709,0,0,0,0,0,0,0,0,0,0
3572,0,0,0,0,0,-98.14,-791.5,655.76,6.18,69.1,-38.12,715,0,0,0,0,0,0,0,0,0,0
3603,0,0,0,0,0,-116.21,-753.91,722.66,0.61,41.39,-24.79,722,0,0,0,0,0,0,0,0,0,0
3634,0,0,0,0,0,-68.85,-757.32,664.55,-9.53,2.87,-2.13,728,0,0,0,0,0,0,0,0,0,0
3665,0,0,0,0,0,86.43,-981.45,507.32,-27.06,1.25,13.7,734,0,0,0,0,0,0,0,0,0,0
3696,0,0,0,0,0,-60.55,-923.34,527.34,8.43,3.66,11.37,740,0,0,0,0,0,0,0,0,0,0
3727,0,0,0,0,0,-96.68,-909.67,501.46,5.89,4.84,6.82,746,0,0,0,0,0,0,0,0,0,0
3758,0,0,0,0,0,-42.97,-887.7,507.81,5.38,-2.22,-0.25,753,0,0,0,0,0,0,0,0,0,0
3789,0,0,0,0,0,-12.7,-850.59,548.83,1.72,-0.7,1.67,759,0,0,0,0,0,0,0,0,0,0
3822,0,0,0,0,0,-55.18,-907.71,508.3,7.4,1.18,1.65,765,0,0,0,0,0,0,0,0,0,0
3853,0,0,0,0,0,1.46,-861.82,558.11,8.33,-0.24,1.7,772,0,0,0,0,0,0,0,0,0,0
3884,0,0,0,0,0,-32.71,-867.68,541.02,4.5,-1.41,6.01,778,0,0,0,0,0,0,0,0,0,0
3915,0,0,0,0,0,-29.3,-896,541.5,2.59,-0.61,1.5,784,0,0,0,0,0,0,0,0,0,0
3946,0,0,0,0,0,-41.02,-913.57,538.09,-4.05,-6.57,8.5,790,0,0,0,0,0,0,0,0,0,0
3977,0,0,0,0,0,-31.25,-878.91,559.57,-11.6,10.06,15.89,796,0,0,0,0,0,0,0,0,0,0
4008,0,0,0,0,0,-80.08,-888.18,505.86,-8.18,5.92,16.11,803,0,0,0,0,0,0,0,0,0,0
4039,0,0,0,0,0,-142.09,-851.56,489.75,-1.64,-0.43,-3.13,809,0,0,0,0,0,0,0,0,0,0
4070,0,0,0,0,0,-19.53,-871.09,565.92,4.31,3.29,-3.48,815,0,0,0,0,0,0,0,0,0,0
4101,0,0,0,0,0,-137.7,-888.18,476.56,8.74,1.71,-9.82,821,0,0,0,0,0,0,0,0,0,0
4132,0,0,0,0,0,-65.43,-861.82,558.11,14.23,-3.66,-18.82,827,0,0,0,0,0,0,0,0,0,0
4163,0,0,0,0,0,96.19,-956.54,461.43,19.72,-2.07,-10.97,834,0,0,0,0,0,0,0,0,0,0
4194,0,0,0,0,0,-60.06,-884.77,555.66,16.08,-7.35,-4.69,840,0,0,0,0,0,0,0,0,0,0
4225,0,0,0,0,0,-60.55,-854.98,552.25,16.95,-6.31,-2.7,846,0,0,0,0,0,0,0,0,0,0
4256,0,0,0,0,0,-34.18,-854.98,561.52,12.62,-5.68,1.21,852,0,0,0,0,0,0,0,0,0,0
4287,0,0,0,0,0,-17.58,-857.91,585.45,9.5,-5.59,0.95,858,0,0,0,0,0,0,0,0,0,0
4318,0,0,0,0,0,-44.92,-846.19,570.31,7.6,-0.68,0.15,865,0,0,0,0,0,0,0,0,0,0
4349,0,0,0,0,0,-23.93,-830.57,586.91,2.06,3.15,-0.19,871,0,0,0,0,0,0,0,0,0,0
4380,0,0,0,0,0,-19.04,-838.87,573.24,-1.66,2.73,0.54,877,0,0,0,0,0,0,0,0,0,0
4411,0,0,0,0,0,-31.25,-845.21,571.29,-4.47,4.21,-0.3,883,0,0,0,0,0,0,0,0,0,0
4442,0,0,0,0,0,-39.55,-839.84,586.91,0.2,3.55,-3.21,889,0,0,0,0,0,0,0,0,0,0
4473,0,0,0,0,0,-30.76,-829.59,590.33,-3.03,6.36,-4.29,896,0,0,0,0,0,0,0,0,0,0
4504,0,0,0,0,0,-37.6,-857.42,559.08,-4.7,2.08,-2.4,902,0,0,0,0,0,0,0,0,0,0
4535,0,0,0,0,0,-41.02,-844.24,559.57,-5.21,-2.01,-0.73,908,0,0,0,0,0,0,0,0,0,0
4566,0,0,0,0,0,-48.83,-837.89,582.03,-24.04,7.82,-3.59,914,0,0,0,0,0,0,0,0,0,0
4597,0,0,0,0,0,-80.08,-886.23,524.41,-27.22,8.64,-6.94,920,0,0,0,0,0,0,0,0,0,0
4628,0,0,0,0,0,-93.26,-985.84,440.43,-29.6,-6.26,-6.77,927,0,0,0,0,0,0,0,0,0,0
4659,0,0,0,0,0,-106.93,-1264.16,573.73,32.34,-10,-33.25,933,0,0,0,0,0,0,0,0,0,0
4690,0,0,0,0,0,-313.96,-1155.27,799.32,-24.69,17.87,-52.16,939,0,0,0,0,0,0,0,0,0,0
4721,0,0,0,0,0,-376.46,-2000,532.23,101.39,-18.18,-70.27,945,0,0,0,0,0,0,0,0,0,0
4752,0,0,0,0,0,-288.09,-1455.57,-196.29,250.13,-129.79,31.17,951,0,0,0,0,0,0,0,0,0,0
4783,0,0,0,0,0,-467.29,-1217.77,-206.54,-12.79,-250.14,184.19,958,0,0,0,0,0,0,0,0,0,0
4814,0,0,0,0,0,-334.47,-1179.2,-189.94,8.47,-250.14,206.63,964,0,0,0,0,0,0,0,0,0,0
4845,0,0,0,0,0,152.83,-745.61,65.92,-68.67,-250.14,184.47,970,0,0,0,0,0,0,0,0,0,0
4875,0,0,0,0,0,138.18,-1468.75,442.38,-83.57,-190.49,145.08,976,0,0,0,0,0,0,0,0,0,0
4906,0,0,0,0,0,64.94,-1287.11,445.8,26.01,-140.8,119.25,982,0,0,0,0,0,0,0,0,0,0
4936,0,0,0,0,0,-23.44,-1105.96,161.13,29.18,-109.02,125.86,988,0,0,0,0,0,0,0,0,0,0
4967,0,0,0,0,0,-110.84,-1100.59,47.85,8.25,-119.85,127.73,994,0,0,0,0,0,0,0,0,0,0
4997,0,0,0,0,0,-29.3,-875.49,-60.55,-47.17,-142.24,122.99,1000,0,0,0,0,0,0,0,0,0,0
5027,0,0,0,0,0,67.87,-918.46,-32.71,-92.55,-128,132.56,1006,0,0,0,0,0,0,0,0,0,0
5058,0,0,0,0,0,176.76,-833.5,9.77,-71.19,-82.44,127.63,1013,0,0,0,0,0,0,0,0,0,0
5089,0,0,0,0,0,150.88,-714.36,52.73,-50.1,-10.69,107,1019,0,0,0,0,0,0,0,0,0,0
5120,0,0,0,0,0,41.5,-634.28,61.04,-22.31,2.04,65.88,1025,0,0,0,0,0,0,0,0,0,0
5150,0,0,0,0,0,17.58,-750.49,183.59,-23.31,-20.27,46.06,1031,0,0,0,0,0,0,0,0,0,0
5181,0,0,0,0,0,145.51,-683.11,304.69,-69.79,4.99,117.27,1037,0,0,0,0,0,0,0,0,0,0
5212,0,0,0,0,0,157.23,-880.86,506.84,-107.83,54.73,132.42,1043,0,0,0,0,0,0,0,0,0,0
5242,0,0,0,0,0,94.24,-1060.06,548.83,-25.45,66.67,62.05,1049,0,0,0,0,0,0,0,0,0,0
5273,0,0,0,0,0,131.35,-1244.63,567.38,-1.07,80.95,17.95,1056,0,0,0,0,0,0,0,0,0,0
5304,0,0,0,0,0,313.96,-1344.73,674.32,-14.6,101.19,45.18,1062,0,0,0,0,0,0,0,0,0,0
5335,0,0,0,0,0,517.09,-1137.21,724.12,-63.08,139.67,73.42,1068,0,0,0,0,0,0,0,0,0,0
5366,0,0,0,0,0,590.82,-1166.99,735.35,-53.82,150.57,30.59,1074,0,0,0,0,0,0,0,0,0,0
5397,0,0,0,0,0,633.79,-940.43,807.62,-25.61,136.28,-49.02,1080,0,0,0,0,0,0,0,0,0,0
5428,0,0,0,0,0,123.05,-2000,73.73,250.13,-35.63,-68.92,1087,0,0,0,0,0,0,0,0,0,0
5459,0,0,0,0,0,-809.57,-375.98,769.53,250.13,-17.01,-79.76,1093,0,0,0,0,0,0,0,0,0,0
5490,0,0,0,0,0,105.47,446.29,1304.2,120.7,-183.12,-118.13,1099,0,0,0,0,0,0,0,0,0,0
5521,0,0,0,0,0,1269.53,-2000,524.9,250.13,-54.88,-120.5,1105,0,0,0,0,0,0,0,0,0,0
5552,0,0,0,0,0,-397.95,-895.51,792.97,52.11,-123.54,-28.03,1111,0,0,0,0,0,0,0,0,0,0
5583,0,0,0,0,0,360.84,-990.72,791.5,93.61,17.82,-5.59,1118,0,0,0,0,0,0,0,0,0,0
5614,0,0,0,0,0,111.33,-891.6,674.32,40.23,-27.61,2.29,1124,0,0,0,0,0,0,0,0,0,0
5645,0,0,0,0,0,-55.18,-746.09,700.68,10.62,-15.53,4.56,1130,0,0,0,0,0,0,0,0,0,0
5676,0,0,0,0,0,-50.29,-840.33,593.26,12.78,7.72,-2.08,1136,0,0,0,0,0,0,0,0,0,0
5707,0,0,0,0,0,4.39,-883.3,570.31,7.47,-0.89,-0.53,1142,0,0,0,0,0,0,0,0,0,0
5738,0,0,0,0,0,-18.07,-828.61,598.63,3.79,-7.18,5.12,1149,0,0,0,0,0,0,0,0,0,0
5769,0,0,0,0,0,-41.99,-814.94,598.14,5,0.11,2.25,1155,0,0,0,0,0,0,0,0,0,0
5800,0,0,0,0,0,-30.76,-836.43,593.75,4.52,3.1,-0.81,1161,0,0,0,0,0,0,0,0,0,0
5831,0,0,0,0,0,-26.86,-865.23,579.1,11.05,-4.91,2.48,1167,0,0,0,0,0,0,0,0,0,0
5862,0,0,0,0,0,-26.37,-821.78,603.52,5.36,-1.03,1.89,1173,0,0,0,0,0,0,0,0,0,0
5893,0,0,0,0,0,-49.8,-816.89,624.02,1.26,2.78,1.73,1180,0,0,0,0,0,0,0,0,0,0
5924,0,0,0,0,0,-24.9,-825.2,609.86,2.2,-2.35,-0.15,1186,0,0,0,0,0,0,0,0,0,0
5955,0,0,0,0,0,-49.8,-806.15,620.61,4.6,5.15,-4.99,1192,0,0,0,0,0,0,0,0,0,0
5986,0,0,0,0,0,-20.02,-826.17,602.54,9.88,0.53,-3.18,1198,0,0,0,0,0,0,0,0,0,0
6017,0,0,0,0,0,-44.92,-823.24,621.09,7.02,-2.2,-3.89,1204,0,0,0,0,0,0,0,0,0,0
6048,0,0,0,0,0,-11.23,-808.59,644.04,11.29,-4.01,-3.4,1211,0,0,0,0,0,0,0,0,0,0
6079,0,0,0,0,0,-35.16,-805.18,630.37,-1.15,3.44,-4.6,1217,0,0,0,0,0,0,0,0,0,0
6110,0,0,0,0,0,-20.02,-805.18,617.19,-6.32,5.31,-4.37,1223,0,0,0,0,0,0,0,0,0,0
6141,0,0,0,0,0,-31.25,-812.5,598.63,-13.95,0.33,-4.79,1229,0,0,0,0,0,0,0,0,0,0
6172,0,0,0,0,0,-173.34,-1077.64,504.88,-21.3,-34.27,-9.76,1235,0,0,0,0,0,0,0,0,0,0
6203,0,0,0,0,0,31.25,-1096.68,215.33,50.69,-35.69,-68.15,1242,0,0,0,0,0,0,0,0,0,0
6234,0,0,0,0,0,-403.32,-2000,253.91,-90.53,91.1,-124.16,1248,0,0,0,0,0,0,0,0,0,0
6265,0,0,0,0,0,-262.7,-1502.93,491.21,-49.92,32.03,-225.56,1254,0,0,0,0,0,0,0,0,0,0
6296,0,0,0,0,0,256.84,-1992.19,990.23,-130.88,128.81,-220.04,1260,0,0,0,0,0,0,0,0,0,0
6327,0,0,0,0,0,-420.41,-983.89,300.78,110.5,61.62,-206.93,1266,0,0,0,0,0,0,0,0,0,0
6358,0,0,0,0,0,-584.96,-240.72,46.88,8.89,82.82,-136.28,1273,0,0,0,0,0,0,0,0,0,0
6389,0,0,0,0,0,-800.78,-750.98,255.37,-65.71,55.57,-52.52,1279,0,0,0,0,0,0,0,0,0,0
6420,0,0,0,0,0,-604.98,-723.63,392.58,-79.8,33.62,13.61,1285,0,0,0,0,0,0,0,0,0,0
6451,0,0,0,0,0,-525.39,-751.95,467.29,-82.21,55.45,72.69,1291,0,0,0,0,0,0,0,0,0,0
6482,0,0,0,0,0,-455.08,-757.32,496.58,-76.53,72.79,92.05,1297,0,0,0,0,0,0,0,0,0,0
6512,0,0,0,0,0,-417.48,-854.49,530.27,-74.01,82.62,93.81,1303,0,0,0,0,0,0,0,0,0,0
6542,0,0,0,0,0,-420.9,-922.85,595.7,-80.5,88.66,98.97,1309,0,0,0,0,0,0,0,0,0,0
6573,0,0,0,0,0,-407.23,-968.75,629.88,-86.95,79.31,95.17,1316,0,0,0,0,0,0,0,0,0,0
6603,0,0,0,0,0,-353.52,-1008.3,634.28,-101.91,58.21,74.4,1322,0,0,0,0,0,0,0,0,0,0
6634,0,0,0,0,0,-232.91,-1183.11,675.78,-110.44,36.28,35.43,1328,0,0,0,0,0,0,0,0,0,0
6664,0,0,0,0,0,13.18,-2000,1225.1,-114.17,12.49,10.83,1334,0,0,0,0,0,0,0,0,0,0
6695,0,0,0,0,0,375.49,-559.57,733.89,-111.89,56.37,60.07,1340,0,0,0,0,0,0,0,0,0,0
6729,0,0,0,0,0,408.69,-1068.36,675.78,-88.12,82,117.74,1347,0,0,0,0,0,0,0,0,0,0
6759,0,0,0,0,0,414.06,-985.84,644.04,-7.34,82.05,152.63,1353,0,0,0,0,0,0,0,0,0,0
6790,0,0,0,0,0,552.25,-969.24,608.4,41.08,54.17,107.78,1359,0,0,0,0,0,0,0,0,0,0
6821,0,0,0,0,0,613.77,-1006.84,711.91,39.95,18.11,38.18,1365,0,0,0,0,0,0,0,0,0,0
